"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","hitsPerc","Regulation","SYMBOL"
"167","GO:0042110",0.000874280475402655,0.999807221215659,9,500,"T cell activation","BP",1.8,"UP","ACTB, CD81, EGR1, JUNB, LGALS3, CD46, PIK3R1, PRKAR1A, RORA"
"168","GO:0042129",0.00839873305399385,0.998775914629846,4,157,"regulation of T cell proliferation","BP",2.54777070063694,"UP","CD81, LGALS3, CD46, PRKAR1A"
"169","GO:0042255",0.0425341153838096,0.995708795569073,2,58,"ribosome assembly","BP",3.44827586206897,"UP","RPS14, SBDS"
"170","GO:0042325",0.0373745508200119,0.9850231105819,9,924,"regulation of phosphorylation","BP",0.974025974025974,"UP","ACTB, EGR1, PIK3R1, PRKAR1A, PTEN, RACK1, PDGFD, WDFY2, C9orf72"
"171","GO:0042446",0.0313289272868353,0.997323429743593,2,56,"hormone biosynthetic process","BP",3.57142857142857,"UP","EGR1, HSD17B12"
"172","GO:0042542",0.0129085374854418,0.998552712514095,3,95,"response to hydrogen peroxide","BP",3.1578947368421,"UP","CRYAB, PDGFD, MAP1LC3A"
"173","GO:0042594",0.0153886286900752,0.997316785298187,4,195,"response to starvation","BP",2.05128205128205,"UP","FOS, ZFP36, SLC38A2, MAP1LC3A"
"174","GO:0043021",0.0495140006246367,0.990659995856534,3,162,"ribonucleoprotein complex binding","MF",1.85185185185185,"UP","EIF1B, RACK1, SBDS"
"175","GO:0043022",0.0167444567013846,0.997928155545224,3,106,"ribosome binding","MF",2.83018867924528,"UP","EIF1B, RACK1, SBDS"
"176","GO:0043085",0.0239624206115034,0.99112809148016,9,848,"positive regulation of catalytic activity","BP",1.06132075471698,"UP","EGR1, PTEN, S100A1, RACK1, MTCH1, LGR4, SIPA1L2, PDGFD, C9orf72"
"177","GO:0043086",0.0478787309605518,0.985812414726452,5,393,"negative regulation of catalytic activity","BP",1.27226463104326,"UP","LGALS3, LRP1, PRKAR1A, PTEN, ZFP36"
"178","GO:0043189",0.00627480794800283,0.999777869094332,2,24,"H4/H2A histone acetyltransferase complex","CC",8.33333333333333,"UP","ACTB, ACTG1"
"179","GO:0043204",0.0312774380257782,0.995077659501593,3,138,"perikaryon","CC",2.17391304347826,"UP","CRYAB, RACK1, C9orf72"
"180","GO:0043393",0.0292795459592048,0.995509152767434,3,134,"regulation of protein binding","BP",2.23880597014925,"UP","ACTB, LRP1, RACK1"
"181","GO:0043434",0.0100119513773401,0.997643635726364,6,378,"response to peptide hormone","BP",1.58730158730159,"UP","EGR1, FOS, NR4A1, PIK3R1, PRKAR1A, BTG2"
"182","GO:0043484",0.00948551172272989,0.998566707370561,4,169,"regulation of RNA splicing","BP",2.36686390532544,"UP","PIK3R1, SLC38A2, RBFOX1, YTHDC1"
"183","GO:0043491",0.0340124873726342,0.992441769636358,4,251,"phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",1.59362549800797,"UP","PIK3R1, PTEN, RACK1, PDGFD"
"184","GO:0043549",0.0435598281361266,0.9857012839347,6,526,"regulation of kinase activity","BP",1.14068441064639,"UP","ACTB, EGR1, PIK3R1, PRKAR1A, PTEN, PDGFD"
"185","GO:0044092",0.045168185215723,0.98356966722626,7,653,"negative regulation of molecular function","BP",1.07197549770291,"UP","ACTB, LGALS3, LRP1, PRKAR1A, PTEN, ZFP36, RACK1"
"186","GO:0044305",0.00283606079357598,0.999935086039344,2,17,"calyx of Held","CC",11.7647058823529,"UP","ACTB, ACTG1"
"187","GO:0044703",0.011708981306175,0.998118297300661,4,175,"multi-organism reproductive process","BP",2.28571428571429,"UP","FOS, JUNB, CORIN, SLC38A2"
"188","GO:0044706",0.0137098314344656,0.997691269290899,4,183,"multi-multicellular organism process","BP",2.18579234972678,"UP","FOS, JUNB, CORIN, SLC38A2"
"189","GO:0044754",0.00167895187815542,0.999971827717116,2,12,"autolysosome","CC",16.6666666666667,"UP","FTL, MAP1LC3A"
"190","GO:0045182",0.0272116536876019,0.99594374870825,3,129,"translation regulator activity","MF",2.32558139534884,"UP","RPS14, EIF1B, RACK1"
"191","GO:0045214",0.0196009800591578,0.998706129268345,2,43,"sarcomere organization","BP",4.65116279069767,"UP","ACTG1, PRKAR1A"
"192","GO:0045321",0.0280326772296142,0.989331838631553,9,861,"leukocyte activation","BP",1.04529616724739,"UP","ACTB, CD81, EGR1, JUNB, LGALS3, CD46, PIK3R1, PRKAR1A, RORA"
"193","GO:0045444",0.023059575972297,0.995456489975151,4,220,"fat cell differentiation","BP",1.81818181818182,"UP","NR4A1, RORA, ZFP36, WDFY2"
"194","GO:0045475",0.00165989099720555,0.999971985033967,2,13,"locomotor rhythm","BP",15.3846153846154,"UP","EGR1, PTEN"
"195","GO:0045580",0.0479986541148716,0.991054845311501,3,165,"regulation of T cell differentiation","BP",1.81818181818182,"UP","ACTB, JUNB, CD46"
"196","GO:0045596",0.0220063306262959,0.993117514014672,7,572,"negative regulation of cell differentiation","BP",1.22377622377622,"UP","ACTB, PIK3R1, PTEN, RORA, WNT9A, ZFP36, BTG2"
"197","GO:0045598",0.0221139953844266,0.996955396735998,3,123,"regulation of fat cell differentiation","BP",2.4390243902439,"UP","RORA, ZFP36, WDFY2"
"198","GO:0045600",0.0367950188974574,0.996563117745074,2,62,"positive regulation of fat cell differentiation","BP",3.2258064516129,"UP","ZFP36, WDFY2"
"199","GO:0045638",0.0451013689648017,0.995282127414608,2,70,"negative regulation of myeloid cell differentiation","BP",2.85714285714286,"UP","PIK3R1, ZFP36"
"200","GO:0045670",0.0331231594826493,0.997081459511437,2,58,"regulation of osteoclast differentiation","BP",3.44827586206897,"UP","FOS, PIK3R1"
"201","GO:0045732",0.018165097794187,0.996671206025712,4,203,"positive regulation of protein catabolic process","BP",1.97044334975369,"UP","CD81, LRP1, RACK1, UBR3"
"202","GO:0045806",0.0408068870546,0.995964105466845,2,65,"negative regulation of endocytosis","BP",3.07692307692308,"UP","LGALS3, RACK1"
"203","GO:0045936",0.0258039890952165,0.993516719794703,5,338,"negative regulation of phosphate metabolic process","BP",1.4792899408284,"UP","LGALS3, PRKAR1A, PTEN, RACK1, C9orf72"
"204","GO:0046631",0.0473549073379966,0.991223486152768,3,162,"alpha-beta T cell activation","BP",1.85185185185185,"UP","CD81, JUNB, RORA"
"205","GO:0046649",0.00939591187587859,0.997027262471072,9,717,"lymphocyte activation","BP",1.25523012552301,"UP","ACTB, CD81, EGR1, JUNB, LGALS3, CD46, PIK3R1, PRKAR1A, RORA"
"206","GO:0046651",0.0431586566629041,0.989663497811716,4,259,"lymphocyte proliferation","BP",1.54440154440154,"UP","CD81, LGALS3, CD46, PRKAR1A"
"207","GO:0048008",0.027000437873635,0.997871956061041,2,54,"platelet-derived growth factor receptor signaling pathway","BP",3.7037037037037,"UP","LRP1, PDGFD"
"208","GO:0048488",0.0437922101307616,0.995493429417682,2,69,"synaptic vesicle endocytosis","BP",2.89855072463768,"UP","ACTB, ACTG1"
"209","GO:0048511",0.0097842684755936,0.998076370290332,5,268,"rhythmic process","BP",1.86567164179104,"UP","EGR1, PTEN, RORA, RACK1, LGR4"
"210","GO:0048512",0.0124757409064353,0.999356645690916,2,34,"circadian behavior","BP",5.88235294117647,"UP","EGR1, PTEN"
"211","GO:0048514",0.0219714205929568,0.99313058476287,7,573,"blood vessel morphogenesis","BP",1.2216404886562,"UP","ACTG1, NR4A1, JUNB, LRP1, RORA, S100A1, CCBE1"
"212","GO:0048857",0.0326445718729281,0.997147335615429,2,57,"neural nucleus development","BP",3.50877192982456,"UP","ACTB, S100A1"
"213","GO:0050657",0.0382604787945336,0.9934830500793,3,151,"nucleic acid transport","BP",1.98675496688742,"UP","ZFP36, RBFOX1, YTHDC1"
"214","GO:0050658",0.0382604787945336,0.9934830500793,3,151,"RNA transport","BP",1.98675496688742,"UP","ZFP36, RBFOX1, YTHDC1"
"215","GO:0050670",0.0226419586677581,0.995565398499615,4,210,"regulation of lymphocyte proliferation","BP",1.9047619047619,"UP","CD81, LGALS3, CD46, PRKAR1A"
"216","GO:0050854",0.0370271451125839,0.996529649479445,2,62,"regulation of antigen receptor-mediated signaling pathway","BP",3.2258064516129,"UP","CD81, LGALS3"
"217","GO:0050856",0.0205596935007923,0.998605943969896,2,45,"regulation of T cell receptor signaling pathway","BP",4.44444444444444,"UP","CD81, LGALS3"
"218","GO:0050863",0.00780897072025254,0.998257860251168,6,344,"regulation of T cell activation","BP",1.74418604651163,"UP","ACTB, CD81, JUNB, LGALS3, CD46, PRKAR1A"
"219","GO:0050865",0.0293150283360434,0.990274340885051,7,592,"regulation of cell activation","BP",1.18243243243243,"UP","ACTB, CD81, JUNB, LGALS3, CD46, PRKAR1A, RORA"
"220","GO:0050900",0.0292112521223031,0.992420286834208,5,336,"leukocyte migration","BP",1.48809523809524,"UP","CD81, LGALS3, PIK3R1, SBDS, PDGFD"
"221","GO:0050905",0.0340719920305273,0.994455420159895,3,143,"neuromuscular process","BP",2.0979020979021,"UP","NR4A1, PTEN, RBFOX1"
"222","GO:0051051",0.041407990490342,0.988205654389939,5,377,"negative regulation of transport","BP",1.3262599469496,"UP","CRYAB, LGALS3, PTEN, RACK1, UBR3"
"223","GO:0051236",0.0400726377385232,0.993048500145563,3,154,"establishment of RNA localization","BP",1.94805194805195,"UP","ZFP36, RBFOX1, YTHDC1"
"224","GO:0051248",0.00692180541415577,0.997766715020372,10,811,"negative regulation of protein metabolic process","BP",1.23304562268804,"UP","CRYAB, LGALS3, LRP1, PRKAR1A, PTEN, ZFP36, BTG2, ITM2B, RACK1, C9orf72"
"225","GO:0051249",0.0298670466089384,0.991032118298627,6,465,"regulation of lymphocyte activation","BP",1.29032258064516,"UP","ACTB, CD81, JUNB, LGALS3, CD46, PRKAR1A"
"226","GO:0051302",0.0453599362372578,0.991734209410914,3,163,"regulation of cell division","BP",1.84049079754601,"UP","RACK1, GAREM1, PDGFD"
"227","GO:0051338",0.0349205258732051,0.987979030873857,7,629,"regulation of transferase activity","BP",1.11287758346582,"UP","ACTB, EGR1, PIK3R1, PRKAR1A, PTEN, ZFP36, PDGFD"
"228","GO:0051602",0.000767947143034442,0.999969460089588,3,37,"response to electrical stimulus","BP",8.10810810810811,"UP","NR4A1, PTEN, BTG2"
"229","GO:0051668",0.0442530139581418,0.983973096788973,7,659,"localization within membrane","BP",1.06221547799697,"UP","ACTB, CD81, LGALS3, LRP1, PIK3R1, RACK1, MTCH1"
"230","GO:0051893",0.0351716323035732,0.996793886473232,2,62,"regulation of focal adhesion assembly","BP",3.2258064516129,"UP","ACTG1, PTEN"
"231","GO:0051898",0.023297386675241,0.998308459912242,2,48,"negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",4.16666666666667,"UP","PTEN, RACK1"
"232","GO:0055002",0.0472380368418668,0.994932013765313,2,70,"striated muscle cell development","BP",2.85714285714286,"UP","ACTG1, PRKAR1A"
"233","GO:0055086",0.0242181320764768,0.992277800542916,7,555,"nucleobase-containing small molecule metabolic process","BP",1.26126126126126,"UP","DPYD, NME3, RORA, SLC4A7, AASS, HSD17B12, CSGALNACT1"
"234","GO:0060070",0.048055417115633,0.988083771850317,4,281,"canonical Wnt signaling pathway","BP",1.42348754448399,"UP","EGR1, PTEN, WNT9A, LGR4"
"235","GO:0060211",0.00235775781095782,0.999951548496997,2,15,"regulation of nuclear-transcribed mRNA poly(A) tail shortening","BP",13.3333333333333,"UP","ZFP36, BTG2"
"236","GO:0060213",0.0017869457373961,0.999968687755745,2,13,"positive regulation of nuclear-transcribed mRNA poly(A) tail shortening","BP",15.3846153846154,"UP","ZFP36, BTG2"
"237","GO:0060284",0.0272868887604596,0.990319036587613,8,742,"regulation of cell development","BP",1.07816711590296,"UP","ACTB, FOS, JUNB, CD46, PIK3R1, PTEN, ZFP36, BTG2"
"238","GO:0060341",0.0128151305340336,0.995460483324102,10,905,"regulation of cellular localization","BP",1.10497237569061,"UP","ACTB, CD81, CRYAB, LGALS3, LRP1, PIK3R1, PRKAR1A, ZFP36, RACK1, C9orf72"
"239","GO:0060395",0.0473273516774224,0.994914316264971,2,72,"SMAD protein signal transduction","BP",2.77777777777778,"UP","FOS, LRP1"
"240","GO:0060537",0.00255648071303524,0.999469488082663,7,382,"muscle tissue development","BP",1.83246073298429,"UP","EGR1, FOS, NR4A1, MYL6, PRKAR1A, BTG2, RBFOX1"
"241","GO:0060538",0.000103059954410099,0.999990208943288,6,155,"skeletal muscle organ development","BP",3.87096774193548,"UP","EGR1, FOS, NR4A1, MYL6, BTG2, RBFOX1"
"242","GO:0061061",4.42265679267366e-05,0.999991216314594,12,617,"muscle structure development","BP",1.94489465153971,"UP","ACTB, ACTG1, CD81, CRYAB, EGR1, FOS, NR4A1, MYL6, PRKAR1A, RORA, BTG2, RBFOX1"
"243","GO:0061437",0.00907105968612867,0.999606197090601,2,30,"renal system vasculature development","BP",6.66666666666667,"UP","EGR1, PDGFD"
"244","GO:0061440",0.00907105968612867,0.999606197090601,2,30,"kidney vasculature development","BP",6.66666666666667,"UP","EGR1, PDGFD"
"245","GO:0061448",0.0374866692297143,0.99141117344013,4,259,"connective tissue development","BP",1.54440154440154,"UP","EGR1, WNT9A, CSGALNACT1, PDGFD"
"246","GO:0061614",0.0422342729438911,0.995738666228703,2,69,"miRNA transcription","BP",2.89855072463768,"UP","EGR1, FOS"
"247","GO:0070301",0.0404165202289503,0.996024904814798,2,64,"cellular response to hydrogen peroxide","BP",3.125,"UP","PDGFD, MAP1LC3A"
"248","GO:0070527",0.00475021364519768,0.999632480823761,3,68,"platelet aggregation","BP",4.41176470588235,"UP","ACTB, ACTG1, METAP1"
"249","GO:0070633",0.0100640304705482,0.999537342573879,2,32,"transepithelial transport","BP",6.25,"UP","ACTB, ACTG1"
"250","GO:0070661",0.017397786043398,0.996051465368581,5,296,"leukocyte proliferation","BP",1.68918918918919,"UP","CD81, JUNB, LGALS3, CD46, PRKAR1A"
"251","GO:0070663",0.0324145067758588,0.992907503258101,4,235,"regulation of leukocyte proliferation","BP",1.70212765957447,"UP","CD81, LGALS3, CD46, PRKAR1A"
"252","GO:0070848",0.00134400453250458,0.999656215412548,10,658,"response to growth factor","BP",1.51975683890578,"UP","EGR1, FOS, NR4A1, ZFP36, NREP, SLC4A7, RACK1, GAREM1, PDGFD, CCBE1"
"253","GO:0070849",0.0010747750341632,0.999951585628142,3,43,"response to epidermal growth factor","BP",6.97674418604651,"UP","FOS, ZFP36, GAREM1"
"254","GO:0071214",0.0175259276811034,0.996013643419299,5,309,"cellular response to abiotic stimulus","BP",1.61812297734628,"UP","CRYAB, EGR1, PIK3R1, PTEN, SLC38A2"
"255","GO:0071363",0.000943836010815377,0.999769824874053,10,629,"cellular response to growth factor stimulus","BP",1.58982511923688,"UP","EGR1, FOS, NR4A1, ZFP36, NREP, SLC4A7, RACK1, GAREM1, PDGFD, CCBE1"
"256","GO:0071364",0.000867002633660903,0.999963885109206,3,40,"cellular response to epidermal growth factor stimulus","BP",7.5,"UP","FOS, ZFP36, GAREM1"
"257","GO:0071375",0.0428008274190296,0.989771816943135,4,274,"cellular response to peptide hormone stimulus","BP",1.45985401459854,"UP","FOS, NR4A1, PIK3R1, PRKAR1A"
"258","GO:0071417",0.00678218789690103,0.998127609199031,8,579,"cellular response to organonitrogen compound","BP",1.38169257340242,"UP","ACTB, EGR1, FOS, NR4A1, LRP1, PIK3R1, PRKAR1A, PDGFD"
"259","GO:0071453",0.0407498865697672,0.992883529428862,3,156,"cellular response to oxygen levels","BP",1.92307692307692,"UP","EGR1, FOS, RORA"
"260","GO:0071456",0.0262846744444311,0.99613256036538,3,131,"cellular response to hypoxia","BP",2.29007633587786,"UP","EGR1, FOS, RORA"
"261","GO:0071478",0.0491049990341534,0.990764607104871,3,167,"cellular response to radiation","BP",1.79640718562874,"UP","CRYAB, EGR1, PIK3R1"
"262","GO:0071479",0.0437062627746549,0.995508454451554,2,68,"cellular response to ionizing radiation","BP",2.94117647058824,"UP","CRYAB, EGR1"
"263","GO:0071480",0.00688502876757291,0.999743613844645,2,25,"cellular response to gamma radiation","BP",8,"UP","CRYAB, EGR1"
"264","GO:0071677",0.046321718897577,0.995092649586553,2,64,"positive regulation of mononuclear cell migration","BP",3.125,"UP","LGALS3, PDGFD"
"265","GO:0071900",0.0394289218490379,0.99082171674045,4,260,"regulation of protein serine/threonine kinase activity","BP",1.53846153846154,"UP","ACTB, PRKAR1A, PTEN, PDGFD"
"266","GO:0072006",0.0307178291832119,0.995197429161908,3,142,"nephron development","BP",2.11267605633803,"UP","EGR1, LGR4, PDGFD"
"267","GO:0072012",0.00796535193064211,0.999677956702039,2,28,"glomerulus vasculature development","BP",7.14285714285714,"UP","EGR1, PDGFD"
"268","GO:0072109",0.00259030851018512,0.999943748014058,2,16,"glomerular mesangium development","BP",12.5,"UP","EGR1, PDGFD"
"269","GO:0072110",0.00117554886808936,0.999983770256838,2,11,"glomerular mesangial cell proliferation","BP",18.1818181818182,"UP","EGR1, PDGFD"
"270","GO:0072111",0.0039330272890025,0.999891988504092,2,20,"cell proliferation involved in kidney development","BP",10,"UP","EGR1, PDGFD"
"271","GO:0072124",0.000968531950104665,0.999988086482472,2,10,"regulation of glomerular mesangial cell proliferation","BP",20,"UP","EGR1, PDGFD"
"272","GO:0072126",0.00045093438224834,0.999996549833189,2,7,"positive regulation of glomerular mesangial cell proliferation","BP",28.5714285714286,"UP","EGR1, PDGFD"
"273","GO:0072210",0.014541589291648,0.999183584044355,2,38,"metanephric nephron development","BP",5.26315789473684,"UP","EGR1, LGR4"
"274","GO:0072224",0.00249297551783569,0.999946909614529,2,16,"metanephric glomerulus development","BP",12.5,"UP","EGR1, LGR4"
"275","GO:0072521",0.0300814523313468,0.990954018109148,6,454,"purine-containing compound metabolic process","BP",1.3215859030837,"UP","DPYD, NME3, RORA, SLC4A7, AASS, HSD17B12"
"276","GO:0072527",0.00818621760076002,0.99922604784724,3,80,"pyrimidine-containing compound metabolic process","BP",3.75,"UP","DPYD, NME3, SLC4A7"
"277","GO:0072528",0.0193174969284924,0.99873678812981,2,41,"pyrimidine-containing compound biosynthetic process","BP",4.8780487804878,"UP","NME3, SLC4A7"
"278","GO:0072538",0.0163832498380374,0.999018744437702,2,40,"T-helper 17 type immune response","BP",5,"UP","JUNB, RORA"
"279","GO:0072539",0.00853564755183525,0.999642303602549,2,28,"T-helper 17 cell differentiation","BP",7.14285714285714,"UP","JUNB, RORA"
"280","GO:0072657",0.023080405813514,0.992711425540283,7,571,"protein localization to membrane","BP",1.22591943957968,"UP","ACTB, CD81, LGALS3, LRP1, PIK3R1, RACK1, MTCH1"
"281","GO:0072659",0.00225813358248226,0.999610114216709,6,274,"protein localization to plasma membrane","BP",2.18978102189781,"UP","ACTB, CD81, LGALS3, LRP1, PIK3R1, RACK1"
"282","GO:0090109",0.0351716323035732,0.996793886473232,2,62,"regulation of cell-substrate junction assembly","BP",3.2258064516129,"UP","ACTG1, PTEN"
"283","GO:0090713",0.00300487504819466,0.999929603794054,2,16,"immunological memory process","BP",12.5,"UP","CD81, CD46"
"284","GO:0097224",0.00104947967847576,0.999986554821452,2,10,"sperm connecting piece","CC",20,"UP","PRKAR1A, SPATA6"
"285","GO:0097433",0.000223904401311644,0.999998952749346,2,5,"dense body","CC",40,"UP","ACTB, ACTG1"
"286","GO:0097529",0.0207649208081818,0.996040440587022,4,197,"myeloid leukocyte migration","BP",2.03045685279188,"UP","CD81, LGALS3, PIK3R1, PDGFD"
"287","GO:0098531",0.0245726654645659,0.99816120147861,2,51,"ligand-activated transcription factor activity","MF",3.92156862745098,"UP","NR4A1, RORA"
"288","GO:0098862",0.00568182098793888,0.999260006724822,4,147,"cluster of actin-based cell projections","CC",2.72108843537415,"UP","ACTB, MYL6, SLC4A7, SLC38A2"
"289","GO:0098918",0.00394193354209679,0.999891618290941,2,20,"structural constituent of synapse","MF",10,"UP","ACTB, ACTG1"
"290","GO:0098973",0.000139331599076088,0.999999558039419,2,4,"structural constituent of postsynaptic actin cytoskeleton","MF",50,"UP","ACTB, ACTG1"
"291","GO:0098974",0.00104407187617262,0.999986659085279,2,10,"postsynaptic actin cytoskeleton organization","BP",20,"UP","ACTB, ACTG1"
"292","GO:0099186",0.00195300013594223,0.999963842412499,2,14,"structural constituent of postsynapse","MF",14.2857142857143,"UP","ACTB, ACTG1"
"293","GO:0099188",0.00149298101217556,0.999976399524291,2,12,"postsynaptic cytoskeleton organization","BP",16.6666666666667,"UP","ACTB, ACTG1"
"294","GO:0104004",0.0175259276811034,0.996013643419299,5,309,"cellular response to environmental stimulus","BP",1.61812297734628,"UP","CRYAB, EGR1, PIK3R1, PTEN, SLC38A2"
"295","GO:0110053",0.0342450788055744,0.99237395348525,4,251,"regulation of actin filament organization","BP",1.59362549800797,"UP","ACTG1, PIK3R1, DSTN, C9orf72"
"296","GO:0120178",0.0134070907425963,0.999281144647148,2,35,"steroid hormone biosynthetic process","BP",5.71428571428571,"UP","EGR1, HSD17B12"
"297","GO:0140238",0.0448944263324227,0.995315549567014,2,70,"presynaptic endocytosis","BP",2.85714285714286,"UP","ACTB, ACTG1"
"298","GO:0140272",0.0497505403574389,0.994502720069271,2,74,"exogenous protein binding","MF",2.7027027027027,"UP","CD81, CD46"
"299","GO:0140467",0.0159168702664714,0.999061966106976,2,39,"integrated stress response signaling","BP",5.12820512820513,"UP","FOS, JUNB"
"300","GO:0140694",0.012792255739969,0.996825445869771,6,389,"non-membrane-bounded organelle assembly","BP",1.54241645244216,"UP","ACTG1, PRKAR1A, PTEN, RPS14, SBDS, C9orf72"
"301","GO:0150105",0.00478904133246182,0.999853395751645,2,22,"protein localization to cell-cell junction","BP",9.09090909090909,"UP","ACTB, ACTG1"
"302","GO:0150111",7.06520402568221e-05,0.999999887291041,2,3,"regulation of transepithelial transport","BP",66.6666666666667,"UP","ACTB, ACTG1"
"303","GO:0150115",0.0121779876232398,0.998662060282446,3,101,"cell-substrate junction organization","BP",2.97029702970297,"UP","ACTG1, PIK3R1, PTEN"
"304","GO:0150116",0.00397019769583727,0.999712006176776,3,67,"regulation of cell-substrate junction organization","BP",4.47761194029851,"UP","ACTG1, PIK3R1, PTEN"
"305","GO:0198738",0.0041440203502383,0.999060932715583,7,417,"cell-cell signaling by wnt","BP",1.67865707434053,"UP","EGR1, LRP1, PTEN, WNT9A, RACK1, HBP1, LGR4"
"306","GO:1900101",0.00823337501254377,0.999661361919724,2,28,"regulation of endoplasmic reticulum unfolded protein response","BP",7.14285714285714,"UP","PIK3R1, RACK1"
"307","GO:1900242",0.00356003206637483,0.999907504793294,2,19,"regulation of synaptic vesicle endocytosis","BP",10.5263157894737,"UP","ACTB, ACTG1"
"308","GO:1901652",0.00607486964518718,0.998521910602472,7,449,"response to peptide","BP",1.55902004454343,"UP","EGR1, FOS, NR4A1, LRP1, PIK3R1, PRKAR1A, BTG2"
"309","GO:1901653",0.0211604344724703,0.994948795597744,5,329,"cellular response to peptide","BP",1.51975683890578,"UP","FOS, NR4A1, LRP1, PIK3R1, PRKAR1A"
"310","GO:1901698",0.0213513758710848,0.991800850481682,10,987,"response to nitrogen compound","BP",1.01317122593718,"UP","ACTB, CD81, EGR1, FOS, NR4A1, LRP1, PIK3R1, PRKAR1A, BTG2, PDGFD"
"311","GO:1901699",0.0092547852831347,0.997303356336833,8,611,"cellular response to nitrogen compound","BP",1.30932896890344,"UP","ACTB, EGR1, FOS, NR4A1, LRP1, PIK3R1, PRKAR1A, PDGFD"
"312","GO:1901722",0.00191918644175066,0.999964782961522,2,14,"regulation of cell proliferation involved in kidney development","BP",14.2857142857143,"UP","EGR1, PDGFD"
"313","GO:1901724",0.000766667896830987,0.999991802326537,2,9,"positive regulation of cell proliferation involved in kidney development","BP",22.2222222222222,"UP","EGR1, PDGFD"
"314","GO:1902041",0.0181188113298036,0.998853591716184,2,42,"regulation of extrinsic apoptotic signaling pathway via death domain receptors","BP",4.76190476190476,"UP","LGALS3, PTEN"
"315","GO:1902105",0.013544877861386,0.997113392372493,5,286,"regulation of leukocyte differentiation","BP",1.74825174825175,"UP","ACTB, FOS, JUNB, CD46, PIK3R1"
"316","GO:1902107",0.0479385680500302,0.991070467045728,3,165,"positive regulation of leukocyte differentiation","BP",1.81818181818182,"UP","ACTB, FOS, CD46"
"317","GO:1902562",0.0146549489659331,0.99917386030254,2,38,"H4 histone acetyltransferase complex","CC",5.26315789473684,"UP","ACTB, ACTG1"
"318","GO:1902893",0.0411575679667703,0.995906469000868,2,68,"regulation of miRNA transcription","BP",2.94117647058824,"UP","EGR1, FOS"
"319","GO:1902895",0.023259434595807,0.998310589981804,2,50,"positive regulation of miRNA transcription","BP",4,"UP","EGR1, FOS"
"320","GO:1902903",0.0324889514890895,0.991327057965474,5,361,"regulation of supramolecular fiber organization","BP",1.38504155124654,"UP","ACTG1, CRYAB, PIK3R1, DSTN, C9orf72"
"321","GO:1903037",0.0275337436387834,0.992964765839571,5,337,"regulation of leukocyte cell-cell adhesion","BP",1.48367952522255,"UP","ACTB, CD81, LGALS3, CD46, PRKAR1A"
"322","GO:1903076",0.000138920014413306,0.999989765141832,5,101,"regulation of protein localization to plasma membrane","BP",4.95049504950495,"UP","ACTB, LGALS3, LRP1, PIK3R1, RACK1"
"323","GO:1903078",0.000181888069727773,0.999990915553673,4,58,"positive regulation of protein localization to plasma membrane","BP",6.89655172413793,"UP","LGALS3, LRP1, PIK3R1, RACK1"
"324","GO:1903131",0.004789950025095,0.99888521260817,7,423,"mononuclear cell differentiation","BP",1.6548463356974,"UP","ACTB, EGR1, FOS, JUNB, CD46, PIK3R1, RORA"
"325","GO:1903311",0.046832298880506,0.988482407084917,4,280,"regulation of mRNA metabolic process","BP",1.42857142857143,"UP","ZFP36, BTG2, RBFOX1, YTHDC1"
"326","GO:1903421",0.00673328225095426,0.999751524028236,2,26,"regulation of synaptic vesicle recycling","BP",7.69230769230769,"UP","ACTB, ACTG1"
"327","GO:1903706",0.00873546251542572,0.998003622825595,6,361,"regulation of hemopoiesis","BP",1.66204986149584,"UP","ACTB, FOS, JUNB, CD46, PIK3R1, ZFP36"
"328","GO:1903708",0.0479385680500302,0.991070467045728,3,165,"positive regulation of hemopoiesis","BP",1.81818181818182,"UP","ACTB, FOS, CD46"
"329","GO:1903829",0.0218715812290348,0.993884268794029,6,446,"positive regulation of protein localization","BP",1.34529147982063,"UP","CD81, LGALS3, LRP1, PIK3R1, PRKAR1A, RACK1"
"330","GO:1904350",0.00117762958381879,0.999983726939504,2,11,"regulation of protein catabolic process in the vacuole","BP",18.1818181818182,"UP","CD81, LRP1"
"331","GO:1904352",0.000226502500905048,0.999998934423673,2,5,"positive regulation of protein catabolic process in the vacuole","BP",40,"UP","CD81, LRP1"
"332","GO:1904375",0.000408959654141787,0.999961664496923,5,128,"regulation of protein localization to cell periphery","BP",3.90625,"UP","ACTB, LGALS3, LRP1, PIK3R1, RACK1"
"333","GO:1904377",0.000372501270409785,0.999977349597182,4,70,"positive regulation of protein localization to cell periphery","BP",5.71428571428571,"UP","LGALS3, LRP1, PIK3R1, RACK1"
"334","GO:1905475",0.000199582171926124,0.999978527349863,6,172,"regulation of protein localization to membrane","BP",3.48837209302326,"UP","ACTB, CD81, LGALS3, LRP1, PIK3R1, RACK1"
"335","GO:1905477",0.000144483708351581,0.999989264800384,5,101,"positive regulation of protein localization to membrane","BP",4.95049504950495,"UP","CD81, LGALS3, LRP1, PIK3R1, RACK1"
"336","GO:1905517",0.038151180716446,0.996373352056425,2,57,"macrophage migration","BP",3.50877192982456,"UP","CD81, LGALS3"
