bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr4	90905647	781378071	91363555	457908	415419	0.354738605269
chr4	91363555	781835979	91822020	458465	415418	0.353930280544
chr4	91822020	782294444	92288245	466225	415419	0.350606787266
chr4	92288245	782760669	92764169	475924	415418	0.352992593371
chr4	92764169	783236593	93237199	473030	415419	0.358545211625
chr4	93237199	783709623	93673831	436632	415419	0.340789633399
chr4	93673831	784146255	94120881	447050	415418	0.345220120299
chr4	94120881	784593305	94578614	457733	415419	0.351514198202
chr4	94578614	785051038	95045068	466454	415418	0.368888745967
chr4	95045068	785517492	95514470	469402	415419	0.377136490393
chr4	95514470	785986894	95970240	455770	415418	0.374258125243
chr4	95970240	786442664	96416341	446101	415419	0.374064675792
chr4	96416341	786888765	96871833	455492	415419	0.362315117905
chr4	96871833	787344257	97306631	434798	415418	0.352868796846
chr4	97306631	787779055	97756686	450055	415419	0.354342570702
chr4	97756686	788229110	98212754	456068	415418	0.356680677704
chr4	98212754	788685178	98688435	475681	415419	0.35498084855
chr4	98688435	789160859	99172388	483953	415419	0.365850886655
chr4	99172388	789644812	99641866	469478	415418	0.395263685916
chr4	99641866	790114290	100125065	483199	415419	0.39559602649
chr4	100125065	790597489	100596722	471657	415418	0.378674802505
chr4	100596722	791069146	101068235	471513	415419	0.387814571784
chr4	101068235	791540659	101511219	442984	415418	0.367624185921
chr4	101511219	791983643	101964033	452814	415419	0.367587204487
chr4	101964033	792436457	102411918	447885	415419	0.362368995682
chr4	102411918	792884342	102874631	462713	415418	0.363794914353
chr4	102874631	793347055	103344629	469998	415419	0.375726331333
chr4	103344629	793817053	103801618	456989	415418	0.38778966717
chr4	103801618	794274042	104317874	516256	415419	0.371582370796
chr4	104317874	794790298	104804287	486413	415419	0.361679556921
chr4	104804287	795276711	105265724	461437	415418	0.34891361353
chr4	105265724	795738148	105721455	455731	415419	0.361036749669
chr4	105721455	796193879	106181825	460370	415418	0.368081395223
chr4	106181825	796654249	106642423	460598	415419	0.370610878443
chr4	106642423	797114847	107116964	474541	415418	0.371341208997
chr4	107116964	797589388	107588731	471767	415419	0.362786369571
chr4	107588731	798061155	108050832	462101	415419	0.359173948609
chr4	108050832	798523256	108506752	455920	415418	0.36714693993
chr4	108506752	798979176	108959992	453240	415419	0.39385889626
chr4	108959992	799432416	109406510	446518	415418	0.403935778769
chr4	109406510	799878934	109869773	463263	415419	0.391701060303
chr4	109869773	800342197	110322409	452636	415419	0.377651407198
chr4	110322409	800794833	110800945	478536	415418	0.397501133664
chr4	110800945	801273369	111277413	476468	415419	0.400023926006
chr4	111277413	801749837	111747112	469699	415418	0.38708963168
chr4	111747112	802219536	112207187	460075	415419	0.358845060381
chr4	112207187	802679611	112675028	467841	415418	0.351836731204
chr4	112675028	803147452	113139275	464247	415419	0.370168530613
chr4	113139275	803611699	113614987	475712	415419	0.397479152346
chr4	113614987	804087411	114073780	458793	415418	0.385918298844
chr4	114073780	804546204	114522567	448787	415419	0.368753175219
chr4	114522567	804994991	114970688	448121	415418	0.365206350056
chr4	114970688	805443112	115422928	452240	415419	0.361955240679
chr4	115422928	805895352	115865275	442347	415419	0.35783817266
chr4	115865275	806337699	116309137	443862	415418	0.341864494225
chr4	116309137	806781561	116762155	453018	415419	0.340177785038
chr4	116762155	807234579	117212914	450759	415418	0.346188659153
chr4	117212914	807685338	117656517	443603	415419	0.345743050108
chr4	117656517	808128941	118103955	447438	415418	0.34285343924
chr4	118103955	808576379	118549936	445981	415419	0.34281876847
chr4	118549936	809022360	119012614	462678	415419	0.361086195829
chr4	119012614	809485038	119638575	625961	415418	0.385275783514
chr4	119638575	810110999	120094903	456328	415419	0.383284866839
chr4	120094903	810567327	120642132	547229	415418	0.381092045392
chr4	120642132	811114556	121098974	456842	415419	0.365856541525
chr4	121098974	811571398	121552615	453641	415419	0.360590509697
chr4	121552615	812025039	122010246	457631	415418	0.376446577162
chr4	122010246	812482670	122463512	453266	415419	0.377825873051
chr4	122463512	812935936	122916185	452673	415418	0.384632207726
chr4	122916185	813388609	123374747	458562	415419	0.36383223243
chr4	123374747	813847171	123844109	469362	415418	0.390260842887
chr4	123844109	814316533	124312068	467959	415419	0.378944781605
chr4	124312068	814784492	124779163	467095	415419	0.38696970216
chr4	124779163	815251587	125238044	458881	415418	0.360240759062
chr4	125238044	815710468	125686594	448550	415419	0.361504043019
chr4	125686594	816159018	126130565	443971	415418	0.355376014704
chr4	126130565	816602989	126573912	443347	415419	0.353564242987
chr4	126573912	817046336	127021513	447601	415419	0.352060535923
chr4	127021513	817493937	127474845	453332	415418	0.349171580273
chr4	127474845	817947269	127929911	455066	415419	0.354956522886
chr4	127929911	818402335	128403027	473116	415418	0.3723730071
chr4	128403027	818875451	128888181	485154	415419	0.378322391813
chr4	128888181	819360605	129378667	490486	415418	0.399264404561
chr4	129378667	819851091	129849994	471327	415419	0.413200573698
chr4	129849994	820322418	130311705	461711	415419	0.367274404824
chr4	130311705	820784129	130760127	448422	415418	0.359366045007
chr4	130760127	821232551	131222837	462710	415419	0.35295465204
chr4	131222837	821695261	131668056	445219	415418	0.349739454652
chr4	131668056	822140480	132116961	448905	415419	0.342263190958
chr4	132116961	822589385	132571732	454771	415418	0.343141178437
chr4	132571732	823044156	133211840	640108	415419	0.365303409263
chr4	133211840	823684264	133661213	449373	415419	0.342227187154
chr4	133661213	824133637	134102978	441765	415418	0.345664899517
chr4	134102978	824575402	134545170	442192	415419	0.347906909426
chr4	134545170	825017594	135001335	456165	415418	0.34760591539
chr4	135001335	825473759	135445827	444492	415419	0.342430589458
chr4	135445827	825918251	135907592	461765	415419	0.344843492158
chr4	135907592	826380016	136365655	458063	415418	0.345694051486
chr4	136365655	826838079	136813771	448116	415419	0.340547223158
chr4	136813771	827286195	137253763	439992	415418	0.339800860468
chr4	137253763	827726187	137688106	434343	415419	0.349181754554
chr4	137688106	828160530	138124201	436095	415418	0.350601702377
chr4	138124201	828596625	138573754	449553	415419	0.356061785681
chr4	138573754	829046178	139021429	447675	415419	0.357941904413
chr4	139021429	829493853	139475253	453824	415418	0.369812152261
chr4	139475253	829947677	139940220	464967	415419	0.409669052494
chr4	139940220	830412644	140427393	487173	415418	0.407045531987
chr4	140427393	830899817	140879203	451810	415419	0.425489861911
chr4	140879203	831351627	141326698	447495	415419	0.406028210308
chr4	141326698	831799122	141790330	463632	415418	0.397652884933
chr4	141790330	832262754	142248634	458304	415419	0.383135684751
chr4	142248634	832721058	142708698	460064	415418	0.37080629911
chr4	142708698	833181122	143173887	465189	415419	0.364812227262
chr4	143173887	833646311	143624342	450455	415418	0.366428685599
chr4	143624342	834096766	144092012	467670	415419	0.373328686192
chr4	144092012	834564436	144548210	456198	415419	0.387129301029
chr4	144548210	835020634	145197823	649613	415418	0.376579014615
chr4	145197823	835670247	145648465	450642	415419	0.372443375355
chr4	145648465	836120889	146136551	488086	415418	0.376924605654
chr4	146136551	836608975	146617126	480575	415419	0.392096151285
chr4	146617126	837089550	147073671	456545	415419	0.405689678587
chr4	147073671	837546095	147529753	456082	415418	0.384522115492
chr4	147529753	838002177	147984122	454369	415419	0.37440411999
chr4	147984122	838456546	148449329	465207	415418	0.379542054307
chr4	148449329	838921753	148910053	460724	415419	0.406313961691
chr4	148910053	839382477	149360297	450244	415418	0.39035191951
chr4	149360297	839832721	149818909	458612	415419	0.377409711456
chr4	149818909	840291333	150274779	455870	415419	0.371947327204
chr4	150274779	840747203	150728442	453663	415418	0.356406944346
chr4	150728442	841200866	151185761	457319	415419	0.389051430071
chr4	151185761	841658185	151637184	451423	415418	0.356972602254
chr4	151637184	842109608	152115831	478647	415419	0.390483194331
chr4	152115831	842588255	152583064	467233	415419	0.400647213174
chr4	152583064	843055488	153021970	438906	415418	0.427773993124
chr4	153021970	843494394	153459348	437378	415419	0.390007293446
chr4	153459348	843931772	153918497	459149	415418	0.410188391593
chr4	153918497	844390921	154373410	454913	415419	0.423134922205
chr4	154373410	844845834	154827811	454401	415418	0.412727056659
chr4	154827811	845300235	155284034	456223	415419	0.387171652522
chr4	155284034	845756458	155721902	437868	415419	0.383612450299
chr4	155721902	846194326	156172930	451028	415418	0.375221992377
chr4	156172930	846645354	156619378	446448	415419	0.373054929006
chr4	156619378	847091802	157066121	446743	415418	0.366811865408
chr4	157066121	847538545	157515528	449407	415419	0.356046176303
chr4	157515528	847987952	157950408	434880	415419	0.364522708511
chr4	157950408	848422832	158397734	447326	415418	0.351789630405
chr4	158397734	848870158	158856711	458977	415419	0.358391905494
chr4	158856711	849329135	159313723	457012	415418	0.368934800542
chr4	159313723	849786147	159789016	475293	415419	0.388706779383
chr4	159789016	850261440	160256493	467477	415418	0.386841733729
chr4	160256493	850728917	160724424	467931	415419	0.390381508424
chr4	160724424	851196848	161199212	474788	415419	0.367706496991
chr4	161199212	851671636	161660560	461348	415418	0.349488131545
chr4	161660560	852132984	162110260	449700	415419	0.341838243633
chr4	162110260	852582684	162554856	444596	415418	0.347154839101
chr4	162554856	853027280	162999394	444538	415419	0.337174016228
chr4	162999394	853471818	163439772	440378	415419	0.345086845649
chr4	163439772	853912196	163887915	448143	415418	0.360270359527
chr4	163887915	854360339	164353636	465721	415419	0.377871348143
chr4	164353636	854826060	164805738	452102	415418	0.36273150145
chr4	164805738	855278162	165270788	465050	415419	0.352228035205
chr4	165270788	855743212	165754445	483657	415418	0.3776594205
chr4	165754445	856226869	166285038	530593	415419	0.40936949909
chr4	166285038	856757462	166725215	440177	415419	0.378226535629
chr4	166725215	857197639	167174834	449619	415418	0.357330634758
chr4	167174834	857647258	167635408	460574	415419	0.349463171036
chr4	167635408	858107832	168100459	465051	415418	0.350786578705
chr4	168100459	858572883	168560849	460390	415419	0.354429169988
chr4	168560849	859033273	169018587	457738	415419	0.358601735924
chr4	169018587	859491011	169472123	453536	415418	0.37446999914
chr4	169472123	859944547	169926355	454232	415419	0.398619210846
chr4	169926355	860398779	170389337	462982	415418	0.401852767812
chr4	170389337	860861761	170871917	482580	415419	0.390999645655
chr4	170871917	861344341	171350589	478672	415418	0.393878493251
chr4	171350589	861823013	171816350	465761	415419	0.358086318764
chr4	171816350	862288774	172256817	440467	415419	0.346429252522
chr4	172256817	862729241	172695546	438729	415418	0.353162537324
chr4	172695546	863167970	173142077	446531	415419	0.353470747897
chr4	173142077	863614501	173588890	446813	415418	0.359315061748
chr4	173588890	864061314	174046596	457706	415419	0.386500534185
chr4	174046596	864519020	174484902	438306	415419	0.399370760677
chr4	174484902	864957326	174950160	465258	415418	0.373755263197
chr4	174950160	865422584	175393883	443723	415419	0.364897999657
chr4	175393883	865866307	175840408	446525	415418	0.360129085428
chr4	175840408	866312832	176287364	446956	415419	0.358564694143
chr4	176287364	866759788	176740880	453516	415418	0.362793456475
chr4	176740880	867213304	177184901	444021	415419	0.360653300963
chr4	177184901	867657325	177634076	449175	415419	0.375672342244
chr4	177634076	868106500	178078751	444675	415418	0.360640106505
chr4	178078751	868551175	178533230	454479	415419	0.3838166696
chr4	178533230	869005654	178986436	453206	415418	0.358489608501
chr4	178986436	869458860	179430748	444312	415419	0.35067621249
chr4	179430748	869903172	179878761	448013	415419	0.350004687354
chr4	179878761	870351185	180324296	445535	415418	0.353556166056
chr4	180324296	870796720	180777487	453191	415419	0.362625553849
chr4	180777487	871249911	181217807	440320	415418	0.351981849605
chr4	181217807	871690231	181656390	438583	415419	0.363937124929
chr4	181656390	872128814	182102341	445951	415418	0.370708058266
chr4	182102341	872574765	182545632	443291	415419	0.38075128809
chr4	182545632	873018056	182997678	452046	415419	0.386495209569
chr4	182997678	873470102	183443906	446228	415418	0.391325978365
chr4	183443906	873916330	183898105	454199	415419	0.417076177895
chr4	183898105	874370529	184362950	464845	415418	0.420534972873
chr4	184362950	874835374	184833923	470973	415419	0.429546004663
chr4	184833923	875306347	185285047	451124	415419	0.431521197007
chr4	185285047	875757471	185751847	466800	415418	0.433923663403
chr4	185751847	876224271	186217012	465165	415419	0.433245336074
chr4	186217012	876689436	186666858	449846	415418	0.403646128573
chr4	186666858	877139282	187129724	462866	415419	0.417757152703
chr4	187129724	877602148	187597644	467920	415418	0.417655971841
chr4	187597644	878070068	188062557	464913	415419	0.406445062958
chr4	188062557	878534981	188506749	444192	415419	0.387471211838
chr4	188506749	878979173	188980140	473391	415418	0.39478275932
chr4	188980140	879452564	189468018	487878	415419	0.417915097801
chr4	189468018	879940442	189926546	458528	415418	0.379411116854
chr4	189926546	880398970	190393484	466938	415419	0.393387573109
chr4	190393484	880865908	191154276	760792	415419	0.432714292739
chr5	0	881626700	525164	525164	415724	0.512216474333
chr5	525164	882151864	1086795	561631	415725	0.536495427611
chr5	1086795	882713495	1534065	447270	415724	0.556678166034
chr5	1534065	883160765	2020352	486287	415725	0.505249975323
chr5	2020352	883647052	2460688	440336	415724	0.457049941295
chr5	2460688	884087388	2892238	431550	415725	0.449993164191
chr5	2892238	884518938	3329015	436777	415725	0.444683569227
chr5	3329015	884955715	3774226	445211	415724	0.444343369002
chr5	3774226	885400926	4209557	435331	415725	0.414814440473
chr5	4209557	885836257	4652545	442988	415724	0.39711144069
chr5	4652545	886279245	5102076	449531	415725	0.397215326161
chr5	5102076	886728776	5546873	444797	415724	0.425530240694
chr5	5546873	887173573	5979932	433059	415725	0.417662679536
chr5	5979932	887606632	6416581	436649	415725	0.433381426772
chr5	6416581	888043281	6857043	440462	415724	0.456866978611
chr5	6857043	888483743	7354259	497216	415725	0.404937884264
chr5	7354259	888980959	7792555	438296	415724	0.404061629443
chr5	7792555	889419255	8241986	449431	415725	0.400667954218
chr5	8241986	889868686	8683230	441244	415724	0.385481988464
chr5	8683230	890309930	9139339	456109	415725	0.387581942952
chr5	9139339	890766039	9576255	436916	415725	0.4026462692
chr5	9576255	891202955	10036542	460287	415724	0.405678618604
chr5	10036542	891663242	10495506	458964	415725	0.435166080202
chr5	10495506	892122206	10948550	453044	415724	0.451484951826
chr5	10948550	892575250	11387583	439033	415725	0.412833630197
chr5	11387583	893014283	11825697	438114	415725	0.380281432957
chr5	11825697	893452397	12272201	446504	415724	0.36511349257
chr5	12272201	893898901	12720792	448591	415725	0.356941274031
chr5	12720792	894347492	13161370	440578	415724	0.351128855438
chr5	13161370	894788070	13603191	441821	415725	0.379184377419
chr5	13603191	895229891	14058290	455099	415724	0.399545154911
chr5	14058290	895684990	14494988	436698	415725	0.43074749427
chr5	14494988	896121688	14952704	457716	415725	0.433866340992
chr5	14952704	896579404	15415793	463089	415724	0.393435401326
chr5	15415793	897042493	15857532	441739	415725	0.393235840087
chr5	15857532	897484232	16304316	446784	415724	0.397202233737
chr5	16304316	897931016	16781851	477535	415725	0.421859294378
chr5	16781851	898408551	17268479	486628	415724	0.439476480029
chr5	17268479	898895179	17828064	559585	415725	0.409108570487
chr5	17828064	899454764	18278330	450266	415725	0.361052442218
chr5	18278330	899905030	18735936	457606	415724	0.360715635906
chr5	18735936	900362636	19186206	450270	415725	0.346504660527
chr5	19186206	900812906	19632620	446414	415724	0.351307639752
chr5	19632620	901259320	20076093	443473	415725	0.347634810609
chr5	20076093	901702793	20526373	450280	415725	0.35072765673
chr5	20526373	902153073	21135956	609583	415724	0.353943016877
chr5	21135956	902762656	21722797	586841	415725	0.360298001847
chr5	21722797	903349497	22269460	546663	415724	0.353301113664
chr5	22269460	903896160	22715391	445931	415725	0.35317940852
chr5	22715391	904342091	23155819	440428	415724	0.353126156543
chr5	23155819	904782519	23602452	446633	415725	0.355624515823
chr5	23602452	905229152	24053337	450885	415725	0.352457162121
chr5	24053337	905680037	24507485	454148	415724	0.354022578493
chr5	24507485	906134185	24949589	442104	415725	0.349534612818
chr5	24949589	906576289	25418042	468453	415724	0.351063284762
chr5	25418042	907044742	25866071	448029	415725	0.345588465058
chr5	25866071	907492771	26314757	448686	415724	0.349831842688
chr5	26314757	907941457	26760613	445856	415725	0.352857530554
chr5	26760613	908387313	27202546	441933	415725	0.34396991406
chr5	27202546	908829246	27646559	444013	415724	0.345002635052
chr5	27646559	909273259	28097932	451373	415725	0.346648234059
chr5	28097932	909724632	28548048	450116	415724	0.346878700427
chr5	28548048	910174748	29009249	461201	415725	0.349009761449
chr5	29009249	910635949	29466017	456768	415724	0.344795728257
chr5	29466017	911092717	29917404	451387	415725	0.346661851888
chr5	29917404	911544104	30357052	439648	415725	0.351903450252
chr5	30357052	911983752	30815913	458861	415724	0.354496558878
chr5	30815913	912442613	31264301	448388	415725	0.377701058679
chr5	31264301	912891001	31719918	455617	415724	0.416236847535
chr5	31719918	913346618	32203447	483529	415725	0.44563108804
chr5	32203447	913830147	32687015	483568	415725	0.431785329498
chr5	32687015	914313715	33164336	477321	415724	0.391144761817
chr5	33164336	914791036	33629556	465220	415725	0.394601705426
chr5	33629556	915256256	34079631	450075	415724	0.403871790542
chr5	34079631	915706331	34777906	698275	415725	0.397789699202
chr5	34777906	916404606	35241780	463874	415724	0.406217192132
chr5	35241780	916868480	35709098	467318	415725	0.380639349138
chr5	35709098	917335798	36160511	451413	415725	0.394941229116
chr5	36160511	917787211	36624392	463881	415724	0.392078157807
chr5	36624392	918251092	37072917	448525	415725	0.378867668764
chr5	37072917	918699617	37598111	525194	415724	0.402250592637
chr5	37598111	919224811	38054411	456300	415725	0.406944100495
chr5	38054411	919681111	38501133	446722	415724	0.416349729027
chr5	38501133	920127833	38951254	450121	415725	0.406976330861
chr5	38951254	920577954	39409417	458163	415725	0.375005456561
chr5	39409417	921036117	39859936	450519	415724	0.374307466927
chr5	39859936	921486636	40313947	454011	415725	0.366192964063
chr5	40313947	921940647	40790377	476430	415724	0.382575860933
chr5	40790377	922417077	41267273	476896	415725	0.390289727132
chr5	41267273	922893973	41723375	456102	415725	0.376717539679
chr5	41723375	923350075	42181573	458198	415724	0.37256737793
chr5	42181573	923808273	42639772	458199	415725	0.380436490615
chr5	42639772	924266472	43133451	493679	415724	0.407593988008
chr5	43133451	924760151	43634697	501246	415725	0.410422406518
chr5	43634697	925261397	44140138	505441	415724	0.376648557104
chr5	44140138	925766838	44586957	446819	415725	0.359502708026
chr5	44586957	926213657	45046021	459064	415725	0.364066090859
chr5	45046021	926672721	45511563	465542	415724	0.354478533669
chr5	45511563	927138263	46006149	494586	415725	0.36008831611
chr5	46006149	927632849	49569664	3563515	415724	0.369024127088
chr5	49569664	931196364	50133065	563401	415725	0.369349061594
chr5	50133065	931759765	50575869	442804	415724	0.367222592337
chr5	50575869	932202569	51029562	453693	415725	0.355869815338
chr5	51029562	932656262	51493541	463979	415725	0.348146471831
chr5	51493541	933120241	51953424	459883	415724	0.355046055092
chr5	51953424	933580124	52402741	449317	415725	0.375704957291
chr5	52402741	934029441	52867640	464899	415724	0.388154441815
chr5	52867640	934494340	53353505	485865	415725	0.386639526124
chr5	53353505	934980205	53814313	460808	415724	0.394632049287
chr5	53814313	935441013	54266536	452223	415725	0.414491490943
chr5	54266536	935893236	54729114	462578	415725	0.392923154748
chr5	54729114	936355814	55210089	480975	415724	0.399417018729
chr5	55210089	936836789	55688607	478518	415725	0.420142146916
chr5	55688607	937315307	56135553	446946	415724	0.413995395427
chr5	56135553	937762253	56605637	470084	415725	0.404937404937
chr5	56605637	938232337	57055982	450345	415725	0.395591389731
chr5	57055982	938682682	57519445	463463	415724	0.378540728082
chr5	57519445	939146145	57996688	477243	415725	0.379667423792
chr5	57996688	939623388	58440273	443585	415724	0.387469397141
chr5	58440273	940066973	58883023	442750	415725	0.371215423568
chr5	58883023	940509723	59322419	439396	415724	0.371807272239
chr5	59322419	940949119	59787135	464716	415725	0.37498520605
chr5	59787135	941413835	60274053	486918	415725	0.388171338559
chr5	60274053	941900753	60738403	464350	415724	0.388512138447
chr5	60738403	942365103	61170811	432408	415725	0.409008600654
chr5	61170811	942797511	61650237	479426	415724	0.405882438828
chr5	61650237	943276937	62144294	494057	415725	0.395536556437
chr5	62144294	943770994	62598853	454559	415724	0.37334345301
chr5	62598853	944225553	63070797	471944	415725	0.357478095965
chr5	63070797	944697497	63528938	458141	415725	0.374327173671
chr5	63528938	945155638	63996348	467410	415724	0.378555489708
chr5	63996348	945623048	64448491	452143	415725	0.37378578506
chr5	64448491	946075191	64915416	466925	415724	0.363470871187
chr5	64915416	946542116	65386409	470993	415725	0.388917905536
chr5	65386409	947013109	65859593	473184	415725	0.399452645371
chr5	65859593	947486293	66292843	433250	415724	0.393783280362
chr5	66292843	947919543	66733207	440364	415725	0.395004144289
chr5	66733207	948359907	67222683	489476	415724	0.377754215213
chr5	67222683	948849383	67677265	454582	415725	0.401552631753
chr5	67677265	949303965	68121585	444320	415724	0.399548974728
chr5	68121585	949748285	68613229	491644	415725	0.416692939011
chr5	68613229	950239929	70944357	2331128	415725	0.390295860933
chr5	70944357	952571057	71401972	457615	415724	0.408327068984
chr5	71401972	953028672	71837423	435451	415725	0.410913257948
chr5	71837423	953464123	72311205	473782	415724	0.396533856217
chr5	72311205	953937905	72751304	440099	415725	0.420754374006
chr5	72751304	954378004	73202176	450872	415724	0.399278732592
chr5	73202176	954828876	73633278	431102	415725	0.407744784889
chr5	73633278	955259978	74091521	458243	415725	0.411702062657
chr5	74091521	955718221	74579752	488231	415724	0.396231709515
chr5	74579752	956206452	75049280	469528	415725	0.384796253267
chr5	75049280	956675980	75540770	491490	415724	0.394102842168
chr5	75540770	957167470	76001080	460310	415725	0.41409612197
chr5	76001080	957627780	76481554	480474	415724	0.426858837609
chr5	76481554	958108254	76947813	466259	415725	0.400004289452
chr5	76947813	958574513	77396970	449157	415725	0.397592829249
chr5	77396970	959023670	77863667	466697	415724	0.385804096011
chr5	77863667	959490367	78349600	485933	415725	0.415453538958
chr5	78349600	959976300	78828252	478652	415724	0.402876405246
chr5	78828252	960454952	79299351	471099	415725	0.405939291021
chr5	79299351	960926051	79787263	487912	415725	0.423348014912
chr5	79787263	961413963	80260227	472964	415724	0.395957417568
chr5	80260227	961886927	80729935	469708	415725	0.407699235058
chr5	80729935	962356635	81186071	456136	415724	0.372929624214
chr5	81186071	962812771	81657482	471411	415725	0.39015553274
chr5	81657482	963284182	82115200	457718	415724	0.38759806781
chr5	82115200	963741900	82578744	463544	415725	0.36801820751
chr5	82578744	964205444	83026190	447446	415725	0.369261610872
chr5	83026190	964652890	83478256	452066	415724	0.361477391626
chr5	83478256	965104956	83921674	443418	415725	0.351836524822
chr5	83921674	965548374	84366820	445146	415724	0.347128027371
chr5	84366820	965993520	84812938	446118	415725	0.340720749396
chr5	84812938	966439638	85269154	456216	415724	0.345997628322
chr5	85269154	966895854	85741146	471992	415725	0.345769958453
chr5	85741146	967367846	86199064	457918	415725	0.362498607832
chr5	86199064	967825764	86666057	466993	415724	0.368531501475
chr5	86666057	968292757	87122709	456652	415725	0.357753042244
chr5	87122709	968749409	87585531	462822	415724	0.368916410809
chr5	87585531	969212231	88033584	448053	415725	0.375193615055
chr5	88033584	969660284	88488420	454836	415725	0.363105903873
chr5	88488420	970115120	88934903	446483	415724	0.358523485724
chr5	88934903	970561603	89391884	456981	415725	0.357035944523
chr5	89391884	971018584	89846009	454125	415724	0.372810629649
chr5	89846009	971472709	90317142	471133	415725	0.368230694452
chr5	90317142	971943842	90772485	455343	415724	0.392900751959
chr5	90772485	972399185	91224014	451529	415725	0.356871082763
chr5	91224014	972850714	91731344	507330	415725	0.347258331493
chr5	91731344	973358044	92171923	440579	415724	0.349214671569
chr5	92171923	973798623	92621921	449998	415725	0.364900810891
chr5	92621921	974248621	93077515	455594	415724	0.384633281752
chr5	93077515	974704215	93543334	465819	415725	0.364267313555
chr5	93543334	975170034	93997778	454444	415724	0.36675285238
chr5	93997778	975624478	94438549	440771	415725	0.367813744975
chr5	94438549	976065249	94893478	454929	415725	0.37561602884
chr5	94893478	976520178	95340125	446647	415724	0.396690458706
chr5	95340125	976966825	95795256	455131	415725	0.382093546488
chr5	95795256	977421956	96245156	449900	415724	0.393882209642
chr5	96245156	977871856	96714071	468915	415725	0.382339267587
chr5	96714071	978340771	97186562	472491	415724	0.369724778409
chr5	97186562	978813262	97662814	476252	415725	0.361257566881
chr5	97662814	979289514	98127384	464570	415725	0.376312770276
chr5	98127384	979754084	98584201	456817	415724	0.379529703295
chr5	98584201	980210901	99141661	557460	415725	0.354708221741
chr5	99141661	980768361	99633710	492049	415724	0.35139721573
chr5	99633710	981260410	100152956	519246	415725	0.362544222692
chr5	100152956	981779656	100623756	470800	415725	0.349797472818
chr5	100623756	982250456	101084803	461047	415724	0.347766393087
chr5	101084803	982711503	101561458	476655	415725	0.359429022188
chr5	101561458	983188158	102027847	466389	415724	0.363536954051
chr5	102027847	983654547	102468851	441004	415725	0.36547431435
chr5	102468851	984095551	102906780	437929	415724	0.36781220743
chr5	102906780	984533480	103351525	444745	415725	0.365959446516
chr5	103351525	984978225	103809479	457954	415725	0.348477470494
chr5	103809479	985436179	104260182	450703	415724	0.347904611452
chr5	104260182	985886882	104709576	449394	415725	0.341672693288
chr5	104709576	986336276	105154293	444717	415724	0.342565400996
chr5	105154293	986780993	105594917	440624	415725	0.344621843972
chr5	105594917	987221617	106048465	453548	415724	0.343969449828
chr5	106048465	987675165	106510686	462221	415725	0.355201613078
chr5	106510686	988137386	106942682	431996	415725	0.381942467193
chr5	106942682	988569382	107370499	427817	415724	0.376587707857
chr5	107370499	988997199	107824341	453842	415725	0.363830663908
chr5	107824341	989451041	108284429	460088	415724	0.38150227456
chr5	108284429	989911129	108746541	462112	415725	0.376938108212
chr5	108746541	990373241	109206879	460338	415725	0.377189419102
chr5	109206879	990833579	109658787	451908	415724	0.382468594341
chr5	109658787	991285487	110109733	450946	415725	0.357973331678
chr5	110109733	991736433	110586435	476702	415724	0.374736471136
chr5	110586435	992213135	111046796	460361	415725	0.380780776867
chr5	111046796	992673496	111504426	457630	415724	0.380548957566
chr5	111504426	993131126	111972293	467867	415725	0.402194636094
chr5	111972293	993598993	112429165	456872	415725	0.403821193198
chr5	112429165	994055865	112878401	449236	415724	0.404514766148
chr5	112878401	994505101	113340405	462004	415725	0.38356727741
chr5	113340405	994967105	113797931	457526	415724	0.378202816446
chr5	113797931	995424631	114283594	485663	415725	0.378473594913
chr5	114283594	995910294	114744339	460745	415724	0.391623584361
chr5	114744339	996371039	115198557	454218	415725	0.388951144712
chr5	115198557	996825257	115661308	462751	415725	0.371486238849
chr5	115661308	997288008	116099988	438680	415724	0.409397717248
chr5	116099988	997726688	116554199	454211	415725	0.38104453427
chr5	116554199	998180899	117002545	448346	415724	0.353630112391
chr5	117002545	998629245	117449477	446932	415725	0.357060230504
chr5	117449477	999076177	117901765	452288	415724	0.363630333703
chr5	117901765	999528465	118367211	465446	415725	0.383225157752
chr5	118367211	999993911	118832140	464929	415725	0.392682769449
chr5	118832140	1000458840	119299863	467723	415724	0.370802011443
chr5	119299863	1000926563	119768529	468666	415725	0.359989075399
chr5	119768529	1001395229	120222487	453958	415724	0.355430776788
chr5	120222487	1001849187	120673720	451233	415725	0.351662330409
chr5	120673720	1002300420	121134894	461174	415725	0.352009540847
chr5	121134894	1002761594	121596254	461360	415724	0.369521914509
chr5	121596254	1003222954	122066528	470274	415725	0.390103662751
chr5	122066528	1003693228	122514818	448290	415724	0.398020482231
chr5	122514818	1004141518	122969433	454615	415725	0.37312809052
chr5	122969433	1004596133	123416968	447535	415724	0.37279905974
chr5	123416968	1005043668	123875606	458638	415725	0.388213823944
chr5	123875606	1005502306	124328468	452862	415725	0.403501721271
chr5	124328468	1005955168	124771667	443199	415724	0.377245036101
chr5	124771667	1006398367	125224204	452537	415725	0.362325373781
chr5	125224204	1006850904	125689541	465337	415724	0.375612995285
chr5	125689541	1007316241	126185731	496190	415725	0.419453395971
chr5	126185731	1007812431	126663732	478001	415724	0.403075719348
