RPS15A	NM_001030009	7380	477
ECD	NM_001135752	33572	2336
UFM1	NM_001286705	13237	2672
CD36	NM_001127444	27973	1985
WDR83	NM_001099737	9029	1453
SLC25A6	NM_001636	5995	1484
RAB3B	NM_002867	82809	12844
ADK	NM_001123	532815	2280
PZP	NM_002864	59531	4610
DPYSL3	NM_001387	62890	5050
UMOD	NM_003361	19828	2478
EIF3C	NM_003752	24307	3093
DPYSL2	NM_001386	80354	4621
DPYS	NM_001385	87626	2123
TROAP	NM_005480	8544	2618
MRM1	NM_024864	7383	1833
ADAM22	NM_021721	247863	2772
FNBP4	NM_015308	50925	4112
SIGLEC17P	NR_047530	6196	1516
DOCK9	NM_015296	292920	7522
USP24	NM_015306	149008	10802
CYBRD1	NM_001127383	35778	4148
SFTPA2	NM_001098668	4556	2201
C1orf226	NM_001135240	4806	984
CP	NM_000096	49543	4662
ZNF211	NM_001265598	9613	2629
SMARCA2	NM_001289398	35944	1833
LRRFIP2	NM_006309	121980	3513
ICOS	NM_012092	24828	2643
RERE	NM_012102	465236	8194
LDLRAP1	NM_015627	25302	2935
CCDC69	NM_015621	43042	3399
SUSD4	NM_017982	143384	3027
DMRT3	NM_021240	14765	2180
RSF1	NM_016578	154607	5134
DNASE2B	NM_021233	16477	1259
MMP17	NM_016155	23376	2408
GRIN3B	NM_138690	9287	3254
SLC19A2	NM_006996	22060	3636
ARHGEF18	NM_015318	77373	5220
WDR1	NM_017491	42611	3143
GLTSCR1	NM_015711	95082	5739
HMG20A	NM_001304505	64954	3955
HEATR1	NM_018072	55537	8484
TAB1	NM_153497	37374	1994
RBBP6	NM_018703	33276	6734
HK1	NM_033496	86028	3598
KY	NM_178554	51100	5704
GIPC1	NM_202494	18391	1484
MPRIP	NM_201274	149889	11023
CDY1	NM_170723	2222	2222
CDY1	NM_170723	2222	2222
C1orf86	NM_001282671	10316	2365
ST7L	NM_138729	77628	2094
PROK1	NM_032414	6189	1372
PLSCR4	NM_001128306	58843	3035
MEF2BNB	NM_001145783	10716	1497
ELP3	NM_001284220	98086	3119
EXD3	NM_001286823	57118	1069
SCN4B	NR_024527	12093	4362
KRT86	NM_002284	7299	2091
KLRD1	NM_002262	9434	3258
KDR	NM_002253	47337	6055
PPY	NM_002722	1662	457
MAP2K1	NM_002755	104672	2586
PPP2R5C	NM_002719	118189	4434
TUBB6	NM_001303528	18558	2177
PPP2R3A	NM_002718	182238	6814
INSL6	NM_007179	21756	708
BCO1	NM_017429	52452	2427
SPA17	NM_017425	20948	937
PEX1	NM_001282678	41509	4417
DTNB	NM_021907	296405	2487
FXYD7	NM_022006	11052	713
GABBR1	NM_021904	30958	4351
LOC642929	NR_027472	4948	985
LMLN	NR_026787	83521	6922
P2RX7	NR_033952	53724	3691
LOC389906	NR_034031	26360	1791
LOC100132356	NR_034127	1785	1785
HOXB-AS3	NR_033204	14121	474
SMPD4	NR_033231	30366	3777
LINC00317	NR_038872	14027	612
PIN4	NR_033187	16669	1250
SMPD4	NR_033232	30366	3757
HOXB-AS3	NR_033202	11922	536
HOXB-AS3	NR_033201	15993	571
CXorf65	NR_033212	2900	863
MPZL1	NM_001146191	69970	4560
MORF4L2	NM_001142426	11321	1832
MORF4L2	NM_001142425	11321	1954
ZNF385B	NM_001113398	120605	2619
IFT52	NM_016004	56610	2001
MGA	NM_001164273	109532	12042
PROS1	NM_000313	101054	3580
LUM	NM_002345	8311	2116
TNPO3	NM_001191028	100994	4220
CD53	NM_000560	26837	1567
NCSTN	NM_015331	15680	2935
ITLN2	NM_080878	9774	1150
MIB2	NM_080875	15196	3338
KCNK4	NM_033310	8711	1810
CAMK2N2	NM_033259	2249	1360
PTPN7	NR_037663	14576	3719
LOC100287632	NR_037662	711	711
LOC339568	NR_027124	10968	1514
LOC440040	NR_027044	251890	2181
LOC642852	NR_026943	9303	7165
CASC2	NR_026941	53316	2396
INHBA-AS1	NR_027119	19247	1858
INHBA-AS1	NR_027118	85463	2995
CASC2	NR_026940	163334	3173
NFIA	NM_001145511	385515	9326
FKBP6	NM_001135211	30492	1549
RGMA	NM_001166283	30581	3200
MUSK	NM_001166281	132228	2466
PEX11B	NM_001184795	7173	1635
TP73	NM_001204190	45530	4877
VEGFA	NM_001171625	16278	3592
CAMK1	NM_003656	12640	1492
KIR3DX1	NR_104096	13116	3152
KIR3DX1	NR_104095	13116	3170
SNRNP35	NR_104103	14259	1384
LINC00554	NR_047483	3010	3010
MCM2	NR_073375	24079	3506
DNAJC10	NR_073367	63983	5812
DNAJC10	NR_073366	63983	6776
MTMR11	NM_001145862	8249	2859
MBD3L5	NM_001136507	2429	773
GUCY1A3	NM_001130684	69400	9286
PRNP	NM_001080123	15078	2604
PRNP	NM_001080122	15438	2731
IQCF3	NM_001085479	3976	1301
MADD	NM_001135944	60384	5698
DEDD	NM_001039712	11488	2298
DEDD	NM_001039711	11710	2327
DISC1	NM_001164551	123805	1864
LOC101929586	NR_120363	8335	2519
LINGO1-AS2	NR_120361	8024	664
C7orf76	NM_001201451	21898	2677
CCP110	NM_001199022	29550	5444
SIGLEC6	NM_001177549	12327	1913
SIGLEC6	NM_001177548	12327	2073
PLEKHA1	NM_001001974	57778	3881
NYX	NM_022567	28193	2629
XRCC6BP1	NM_033276	15608	1160
GH1	NM_022559	1660	801
VPS52	NM_022553	21694	3031
IDI2	NM_033261	6953	1359
GNG8	NM_033258	607	213
HAS3	NM_138612	12491	1191
KCNIP2	NM_173195	17947	2394
UBE2F	NM_001278305	73989	2135
ZNF211	NM_001265597	9613	2668
WTAP	NM_001270532	22424	1628
CYP3A43	NM_057095	38092	1718
MRPS21	NM_031901	15153	1105
DYSF	NM_001130980	233141	6941
CYB5R3	NM_001171660	26795	3063
MIR7702	NR_106989	59	59
PGAP2	NR_104272	17836	1617
SECISBP2L	NM_001193489	57926	7176
SCARB2	NM_001204255	55161	4338
TBC1D10A	NM_001204240	34977	2018
TAF7	NM_005642	2295	2295
NR3C1	NM_001204263	125759	6784
NR3C1	NM_001204262	125759	6784
ZNF235	NM_004234	18678	3190
SOCS6	NM_004232	41298	5846
PIP5K1B	NM_003558	303763	2941
NUP62	NM_012346	22690	3225
NNT	NM_012343	102878	4678
TLX2	NM_016170	2680	2152
FAM3C	NM_014888	47518	2542
NARF	NM_012336	29604	1621
MYO10	NM_012334	274370	11430
NPW	NM_001099456	1236	1016
ANKRD33	NM_001130015	3713	1779
SLC9A3R2	NM_001130012	12159	2194
SYT14	NM_001146262	226115	5062
OSR2	NM_001142462	7702	1877
TPM2	NM_003289	7131	1327
ASPN	NM_001193335	26356	2291
LPAR6	NM_001162497	15862	2521
TPBG	NM_001166392	3173	2880
DLC1	NM_001164271	32882	5786
NHSL1	NM_001144060	77399	7010
NTM	NM_001144058	426005	3408
OTOA	NM_001161683	76301	3466
SLC6A12	NM_001122848	24129	3262
CDIPT-AS1	NR_015396	4220	762
SNHG7	NR_024543	3591	853
ZBTB42	NM_001137601	4116	3636
MCTS1	NM_001137554	16465	9603
EMCN	NM_001159694	122753	3998
TNNT1	NM_001126132	16657	1211
ZCCHC9	NM_001131036	11564	1405
TVP23C	NM_001135036	26652	4227
EVA1A	NM_001135032	68649	1855
PDHX	NM_001135024	79999	2659
APC	NM_001127510	108381	10838
C16orf82	NM_001145545	2269	2269
SRI	NM_001256892	18791	908
APC	NM_001127511	138735	10804
PTMS	NM_002824	4578	1150
SLC22A31	NM_001242757	4361	1860
GIMAP6	NM_001244072	7273	3912
ZNF385C	NM_001242704	12451	2596
ENO4	NM_001242699	33090	2865
ATP6V0A1	NM_005177	63736	4122
SLC6A5	NM_004211	55665	2863
RASD1	NM_016084	1957	1746
FAM135B	NM_015912	366800	6962
FAM3C	NM_001040020	47518	2502
HSD17B10	NM_001037811	3118	936
PLBD1-AS1	NR_120465	52024	586
RGL2	NM_004761	7735	3342
EVL	NM_016337	78823	1842
PIP4K2B	NM_003559	34215	5732
OFD1	NM_003611	34649	3651
SNORD41	NR_002751	70	70
TTTY4	NR_001525	36830	1346
MPG	NM_001015054	8833	1039
VPS36	NM_001282168	38077	4446
SETMAR	NM_001276325	11099	1728
YOD1	NM_001276320	9132	6291
NOL3	NM_001276319	5241	1887
PPP1R3E	NM_001276318	6928	4495
NOL3	NM_001276312	5241	1887
FGFR1OP	NM_001278690	43102	3451
ZBTB4	NM_001128833	20260	5866
ARHGEF18	NM_001130955	32798	5741
RIMBP3B	NM_001128635	5416	5416
RIMBP3B	NM_001128635	5416	5416
RIMBP3C	NM_001128633	5793	5793
RIMBP3C	NM_001128633	5793	5793
PAK6	NM_001128629	60060	3796
DAGLA	NM_006133	66570	5758
RFPL3	NM_001098535	3295	1488
KIAA0586	NM_001244193	97533	4326
GRM2	NM_001130063	11545	1931
ATF7	NM_001130060	114357	6625
TBC1D3B	NM_001001417	10921	2110
SATB2	NM_001172517	195609	5326
FOSB	NM_001114171	7185	3668
C6orf99	NM_001302839	40487	972
C6orf99	NM_001302840	40487	733
TP53	NM_001126115	7092	2271
TP53	NM_001126114	19149	2724
UNC119B	NM_001080533	13206	4404
MIER1	NM_001077701	58377	5407
PTCH1	NM_001083603	73984	7897
ZC3H14	NM_001160104	50601	4176
REG1A	NM_002909	2962	808
RDX	NM_002906	67272	4490
MAP3K12	NM_001193511	19169	3640
SLC30A6	NM_001193515	58272	4758
SLC30A6	NM_001193514	58272	4776
SLC30A6	NM_001193513	58272	4965
CNST	NM_001139459	81906	2545
ZNF716	NM_001159279	23383	5210
NOX4	NM_001143837	265258	4603
TSFM	NM_001172696	14843	2102
TCOF1	NM_001135243	42670	5096
IKBKE	NM_001193322	26638	3361
PAM16	NM_016069	11122	584
MRPS23	NM_016070	11147	1492
TSPAN32	NM_139022	16188	1376
SNX10	NM_001199838	10005	2329
CPEB2	NM_001177383	67480	6788
TPM4	NM_003290	26679	2645
SHMT2	NM_001166358	4891	2256
SORBS2	NM_001145672	225451	4356
KIAA0319	NM_001168374	102052	6896
P4HA2	NM_001142598	35253	2229
SCNN1A	NM_001159575	30515	3200
GALNT9	NM_001122636	224989	2663
ODF1	NM_024410	9398	994
ACSM1	NM_052956	68020	2051
LCA5	NM_001122769	52440	4564
PPOX	NM_001122764	4830	1768
SERPINB6	NM_001297699	24007	2198
PUS7L	NM_001098615	30150	4362
PUS7L	NM_001098614	30167	3964
SIGLEC14	NM_001098612	4327	2113
PRSS55	NM_001197020	28621	1005
DOK1	NM_001381	3167	2253
LAIR2	NM_002288	7888	702
HESX1	NM_003865	2337	1173
FMOD	NM_002023	10809	3257
SCP2	NM_002979	124389	2725
SST	NM_001048	1508	632
SNAPC1	NM_003082	34072	2656
ALG1L	NM_001015050	7770	810
SRD5A1	NM_001047	36176	2264
PCDHA2	NM_018905	217486	5360
MIOS	NM_019005	40495	3323
FRS2	NM_001278354	109443	6919
LOC100093631	NR_003580	52325	3636
PAX9	NM_006194	20239	3106
DDX41	NM_016222	5390	2104
HAO2	NM_016527	25355	1481
ARID4B	NM_016374	161323	6067
ZNF107	NM_016220	45500	6114
LILRA3	NM_006865	4416	1608
PPAP2B	NM_003713	84839	3308
PPAP2A	NM_003711	110237	1668
SPINT1	NM_003710	13608	2426
GIT2	NM_014776	66588	5381
ADGRL3	NM_015236	575330	6125
IL17RB	NM_018725	19251	2040
TELO2	NM_016111	17109	3328
FAIM2	NM_012306	37082	4744
ZNF706	NM_016096	8695	2745
BNIP1	NM_001205	19946	1257
BFSP1	NM_001195	37465	2207
BMPR1B	NM_001203	400474	5560
SP2	NM_003110	32808	3112
ATP5SL	NM_001167869	8621	1563
ATP5SL	NM_001167868	8259	1609
SPATA33	NM_001271909	12412	1548
AZI2	NM_001271650	26775	3464
DGKQ	NM_001347	14677	4643
PPFIA4	NM_015053	27554	5045
CAND1	NM_018448	45412	5992
PPP1CA	NM_002708	3725	1470
IFNA13	NM_006900	705	705
RASAL1	NM_004658	37421	3841
POU2F1	NM_002697	206517	13905
SLC25A3	NM_005888	8376	1681
ICE1	NM_015325	67562	7948
C17orf53	NM_024032	20571	2725
KLHDC4	NM_017566	58181	1930
SLC25A15	NM_014252	23050	4021
UBE2Z	NM_023079	20692	3126
PYCRL	NM_023078	5702	2678
MAP3K7CL	NM_001286618	98419	2126
MAP3K7CL	NM_001286620	45405	1904
C6orf89	NM_001286636	57095	6915
TM9SF1	NM_006405	6594	2501
WDR70	NM_018034	373363	2122
P2RX2	NM_016318	3607	1795
KRT76	NM_015848	9191	2529
DARS2	NM_018122	33886	3348
STX12	NM_177424	51270	3079
DSC3	NM_024423	53451	7699
HSPB6	NM_144617	2464	1460
PHLDB2	NM_001134438	117338	6127
TCF7L2	NM_001198525	217428	4091
CELSR1	NM_014246	176337	11389
ZNF573	NM_152360	41028	2516
HCG22	NR_003948	6429	2171
STRIP1	NM_033088	20041	3280
MYOCD	NM_153604	103059	8420
RBM38	NM_183425	17933	2333
FBXO25	NM_183421	63068	2441
FBXO25	NM_183420	63068	2414
ZNF542P	NR_024055	11707	3411
E2F8	NM_001256371	17558	3522
CCR9	NM_001256369	16672	2653
ACBD5	NM_001301253	46926	3729
MPZL1	NM_024569	69970	4907
ATF3	NM_001040619	12150	2387
UNC80	NM_032504	227308	13562
SHROOM1	NM_133456	4170	3369
EMID1	NM_133455	53686	2112
RAVER1	NM_133452	17426	3592
LCN15	NM_203347	4880	762
C7orf49	NM_001243754	5047	1435
KIAA0319	NM_001252328	39124	5315
TNFSF8	NM_001252290	37253	1523
GNL3	NM_206825	8575	2139
CROT	NM_001243745	14475	1264
VKORC1	NM_206824	4102	888
MYBPC1	NM_206821	90950	3840
RGL2	NM_001243738	7735	3145
ACE	NM_000789	21320	4969
SOX6	NM_001145819	436419	8919
PLCG1	NM_002660	38197	5205
PDK1	NM_002610	43166	4658
TMED5	NM_016040	30948	6065
FLT1	NM_002019	194783	7123
SYNC	NM_030786	22855	3493
CLPTM1L	NM_030782	27003	2147
SLC25A32	NM_030780	16698	3119
SLC2A10	NM_030777	26707	4235
ZBP1	NM_030776	16731	2298
NARS	NM_004539	21284	2865
BSN	NM_003458	117061	15959
ANG	NM_001145	10010	1222
GCM2	NM_004752	8643	2365
LY9	NM_002348	32182	2521
TFAM	NM_003201	14088	5302
RTKN	NM_001015055	16073	2191
LGALS12	NM_033101	10723	1733
TUBD1	NM_016261	33466	2492
CDHR3	NM_152750	73221	6500
LIX1	NM_153234	50947	3967
FBXO39	NM_153230	11414	1667
SBSPON	NM_153225	28730	3798
WDR81	NM_152348	22077	3821
C11orf31	NM_170746	2162	1294
HIST1H2AA	NM_170745	500	500
IFNLR1	NM_170743	33119	4563
ALDH5A1	NM_170740	42239	5170
PRR20A	NM_198441	3022	1847
TRIM5	NM_033034	21915	3399
SAMD8	NM_144660	70489	7009
DOCK11	NM_144658	190252	6638
ABCC11	NM_033151	65361	4862
ZNF627	NM_145295	21740	2864
WDR90	NM_145294	18467	5541
MARCH10	NM_152598	107068	3138
MRGPRX1	NM_147199	1190	1190
SNAI2	NM_003068	3761	2109
SALL1	NM_002968	15298	5143
SAFB	NM_002967	45444	3106
NPY4R	NM_005972	4787	1956
CIDEA	NM_001279	23277	1050
CTTN	NM_001184740	38079	2287
HOXD8	NM_001199746	2956	2580
ARL2	NM_001199745	8073	899
ALCAM	NM_001627	210201	4910
TFCP2	NM_001173453	79388	3559
ARC	NM_015193	3429	2948
LONP1	NM_004793	28425	3204
KCNAB2	NM_003636	75181	4208
HMGN1	NM_004965	6807	1304
FAM50B	NM_012135	1920	1618
CLDN17	NM_012131	731	731
SMARCC2	NM_003075	27716	5588
MTCH1	NM_001271641	18417	2316
RQCD1	NM_001271635	25276	1434
SERTAD2	NM_014755	22292	5548
POLR2K	NM_005034	3392	971
CDH15	NM_004933	23738	2859
EXOSC9	NM_005033	15705	1593
RBMX	NR_028476	7334	1909
PTPRG-AS1	NR_038283	57129	2586
RNPEPL1	NM_018226	10146	3018
SPAG11B	NM_058206	1802	520
PITRM1	NM_014889	35115	3487
PEX16	NM_057174	8455	1773
KDM1B	NM_153042	68466	3875
KCTD8	NM_198353	274905	2593
UBA5	NM_198329	23655	2853
CHRNA6	NM_004198	16150	2383
SLC16A3	NM_004207	10489	2043
STK19	NM_004197	444	444
RIC8B	NM_018157	114696	4989
PGAP2	NM_001256239	17836	1792
YIF1B	NM_001145463	12407	2854
SPNS2	NM_001124758	41100	4349
ZNF415	NM_001136038	25040	2530
SMAD2	NM_001135937	98052	10446
FOXP2	NM_001172767	227642	1485
MYOCD	NM_001146312	103059	8564
SAP25	NM_001168682	1418	835
KCNMA1	NM_001161353	752943	6226
EXD2	NM_001193363	52255	5107
EXD2	NM_001193362	52255	5191
VIT	NM_001177970	118105	2709
CASR	NM_001178065	102164	5011
ADGRB1	NM_001702	80992	5528
CNN1	NM_001299	11560	1586
CYP4B1	NM_000779	20352	2155
NUP88	NM_002532	33714	2495
NCBP1	NM_002486	40325	5380
FAH	NM_000137	33692	1797
APOC4	NM_001646	3259	615
BDKRB2	NM_000623	39532	4197
HTR2A	NM_000621	65535	5442
RHOG	NM_001665	14006	1319
SPATA31A5	NM_001113541	6248	4226
SOCS5	NM_014011	63829	4422
ASTN2	NM_014010	989814	4594
CCDC22	NM_014008	15061	2319
IRX2	NM_001134222	5491	2303
GUCY1A3	NM_001130682	70353	9346
RBM24	NM_001143941	11805	2448
WRAP53	NM_001143991	16063	1828
TCF7L2	NM_001198530	217428	3777
ANK3	NM_001204404	546659	9584
MUC7	NM_152291	10881	2443
FAM69B	NM_152421	12147	2334
PRPF4	NM_001244926	17272	2921
KCTD4	NM_198404	8188	2119
TTTY1	NR_001538	21134	910
JDP2	NM_001135047	44896	3785
KCNK13	NM_022054	124093	2522
ADCY10	NM_001167749	104840	4977
TAGAP	NM_152133	10684	3719
NELL1	NM_201551	906133	3126
ZNF283	NM_181845	21578	2565
KDM6A	NM_001291416	239437	5805
NRGN	NM_001126181	7274	1218
VRK2	NM_001130481	113209	1781
TPRA1	NM_001142646	17696	1782
SH2D3C	NM_001142534	16966	2655
ZMYND12	NM_001146192	25938	1602
TXLNG	NM_001168683	58088	4000
AMER3	NM_001105194	11844	6172
AMER3	NM_001105193	12484	6236
TLE3	NM_001105192	50127	5735
CATSPERB	NM_024764	151313	3623
ALPL	NM_001127501	69048	2431
ZNF184	NM_007149	22377	3102
MYBPH	NM_004997	8004	1806
KIFC3	NM_001130099	39801	3339
ARSA	NM_001085425	5420	4210
IFT22	NM_001130822	8457	2362
DBI	NM_001282634	5628	711
ERICH4	NM_001130514	1608	946
SH3BP2	NM_001122681	48074	9068
PHKA1	NM_001122670	135366	6122
IFITM1	NM_003641	1282	717
WNT9A	NM_003395	26512	1240
ZNF718	NM_001289930	33592	4073
PER3	NM_001289862	60752	6322
CPA5	NM_001127442	23942	1868
C10orf32	NM_001136200	10752	2435
STK39	NM_013233	293576	3274
PSEN2	NM_012486	25532	2295
NCF4	NM_013416	17030	1643
FST	NM_013409	6041	1834
ZNF641	NM_001172681	10882	4369
DFNA5	NM_001127453	59110	2250
CALML4	NM_001286694	15406	4604
KCNQ5	NM_001160134	577003	6252
KANK2	NM_001136191	33301	5208
CARD10	NM_014550	28811	3899
LIPT1	NM_015929	8196	1417
RSU1	NM_012425	226837	3753
TRAPPC12	NM_016030	99897	2524
A4GNT	NM_016161	8670	1771
TAF1	NR_104389	164123	6368
PEX5L	NM_001256753	242095	9027
ZNF138	NM_001271639	39294	2620
HTRA4	NM_153692	14514	2110
FIGNL1	NM_001287494	6262	3363
CDC25B	NM_001287517	19350	3029
ISPD-AS1	NR_038947	60119	2073
SSSCA1-AS1	NR_038923	1194	1194
ARMC12	NM_145028	11882	1224
KIF6	NM_145027	390306	3972
RNF7	NM_183237	8595	1994
PKHD1L1	NM_177531	168795	14017
C1orf234	NM_001242521	5017	510
NRP2	NM_201266	115634	6662
NRP2	NM_201267	94657	4127
ZNF644	NM_201269	106956	5765
RNF6	NM_183044	8990	3459
RNF6	NM_183043	9124	3325
SYN1	NM_006950	47957	3210
EIF2D	NM_006893	20931	2097
PRPF39	NM_017922	31503	2868
RBMY1A1	NM_005058	14415	1887
RBMY1A1	NM_005058	14414	1887
BTN2A1	NM_007049	11750	2957
BTN3A1	NM_007048	12980	3434
RBBP5	NM_005057	35881	4411
FKBP10	NM_021939	10508	2883
NADSYN1	NM_018161	48365	2430
NCOA1	NM_003743	186225	6894
HYAL3	NM_003549	6641	1945
CAPG	NM_001747	15950	1586
GPSM2	NM_013296	53442	3033
NES	NM_006617	8634	5557
CHMP2B	NM_014043	28286	2628
CLIC4	NM_013943	99056	4434
HOXC10	NM_017409	5117	1959
OR11A1	NM_013937	2229	2229
SEPT9	NM_001293696	95528	3050
LRRC2	NM_024512	51163	5135
IRF2BPL	NM_024496	4157	4157
GLB1L	NM_024506	8832	2698
LCN1	NM_002297	5103	789
EPHA5	NM_004439	350933	8418
MAD1L1	NM_003550	417156	2738
SAE1	NM_005500	79814	2534
HIP1R	NM_001303099	23186	2699
LARP1	NM_015315	104706	6595
GAS2L3	NM_001303131	34671	6125
SBF1	NM_002972	30070	8053
ARHGAP22	NM_001256025	206494	2712
ALG8	NM_024079	38712	1668
WDR53	NM_182627	14355	1571
C20orf78	NM_001242671	20853	1033
KDM6A	NM_001291417	239437	5649
PRX	NM_181882	19601	4857
CLEC18A	NM_182619	13446	2321
SKA2	NM_182620	45493	2972
PCYT2	NM_001282203	8339	3636
ARHGAP40	NM_001164431	48719	2838
GTPBP3	NM_001128855	5215	2539
AFF2	NM_001169122	500055	13641
MUC1	NM_001204288	4407	1146
MUC1	NM_001204287	4407	1232
LYAR	NM_001145725	22320	1470
RCC2	NM_001136204	31809	3953
FANCA	NM_000135	79107	5460
CNGA1	NM_000087	76968	2783
FOXE1	NM_004473	3461	3461
ERBB2	NM_004448	28685	4647
ARHGAP32	NM_014715	59134	9443
HOXD1	NM_024501	2329	1975
HAUS8	NM_033417	25773	1456
IMP4	NM_033416	3709	1049
KREMEN2	NM_024507	4168	1978
CCP110	NM_014711	29550	5501
AKIRIN2	NM_018064	27408	1932
DNASE2B	NM_058248	6658	1009
JAKMIP2	NM_014790	197408	9199
AGK	NM_018238	103132	2925
RNF7	NM_014245	8595	2001
B3GNT4	NM_030765	3857	1504
MAP6D1	NM_024871	9730	2138
TEFM	NM_024683	7286	1339
TBC1D17	NM_024682	11326	2372
FAM118A	NM_017911	32052	2913
SYT8	NM_001290333	3212	1571
SYT8	NM_001290332	3212	1574
USP38	NM_001290326	38958	7197
FBXO16	NM_001258211	61910	1310
LZTFL1	NM_001276379	92407	4115
LZTFL1	NM_001276378	92407	4344
GSKIP	NM_016472	23839	2245
COX16	NM_016468	34651	1717
BOLA1	NM_016074	1194	857
CRYL1	NM_015974	122207	1501
LINC01489	NR_120466	4851	605
RENBP	NM_002910	9511	1471
VNN1	NM_004666	33198	3844
PRB1	NM_005039	3768	1173
GATAD1	NM_021167	12620	4597
PFN4	NM_199346	8669	1536
FIBP	NM_198897	4800	1450
NOP2	NM_001258308	11463	2692
INTS4	NM_033547	115952	3149
ZSWIM8	NM_001242488	16175	5956
AGPAT6	NM_178819	46814	6310
KRTAP9-2	NM_031961	1005	1005
KRTAP3-2	NM_031959	694	694
KRTAP3-1	NM_031958	593	593
KRTAP1-5	NM_031957	1176	1176
GRAMD1B	NM_020716	102136	7906
C4orf51	NM_001080531	52593	845
CFC1B	NM_001079530	6899	1160
DBNDD2	NM_001048221	4596	1160
CASC1	NM_001082973	86872	2492
METTL15	NM_001113528	225257	4345
KNSTRN	NM_001142762	11568	1695
KNSTRN	NM_001142761	11568	2033
DAOA	NM_001161814	25168	1009
PTCD2	NM_024754	38987	2109
SEC11A	NM_014300	46924	1407
RGS7BP	NM_001271891	36645	3606
FXYD3	NM_021910	8497	1535
KLHL3	NM_017415	118591	6806
USP18	NM_017414	27405	2035
SMN2	NM_022875	28075	1574
FZD3	NM_017412	80064	13787
NCR1	NM_004829	6932	1153
B4GALT4	NM_003778	29164	2261
POU4F2	NM_004575	3579	3141
RBFOX1	NM_001142333	1694209	4694
INPP1	NM_001128928	28196	2163
FAM71F2	NM_001128926	15607	5748
LRRC32	NM_001128922	13224	4207
FIS1	NM_016068	5479	739
RANBP10	NM_020850	83551	5305
ACOT4	NM_152331	4061	1632
FRMD6	NM_152330	78869	4827
UTP3	NM_020368	2073	2073
TUBA1C	NM_001303117	45413	1817
LETMD1	NM_015416	12126	2134
SH2B1	NM_015503	10221	4866
PNISR	NM_015491	25367	3141
FAM19A4	NM_182522	200847	2294
POMT1	NM_007171	20905	3146
SNORA18	NR_002959	132	132
SNORA41	NR_002590	132	132
SNORD51	NR_002589	70	70
SNORA17	NR_002958	133	133
SNORA12	NR_002954	147	147
LINC00272	NR_034131	7193	738
SNORA23	NR_002962	189	189
DGKZ	NM_201533	35288	3552
TDGF1P3	NR_002718	2710	2710
SNORA22	NR_002961	134	134
CAV2	NM_001206748	8498	2975
CAV2	NM_001206747	8941	3090
HSD11B1	NM_001206741	48771	1462
ITGB3BP	NM_001206739	82504	1126
AKT3	NM_001206729	343866	1575
CASP2	NM_001224	18109	4040
METTL9	NM_001077180	57998	3253
IL37	NM_173203	5911	588
ARL9	NM_206919	18684	836
QTRTD1	NM_001256835	31687	3916
KHDC1	NM_001251874	68901	1429
IL37	NM_173202	5911	708
ATP2A1	NM_173201	26022	3494
ANXA2P3	NR_001446	1350	1350
PCDHGB8P	NR_001297	1973	1973
TOP1P2	NR_001283	1519	1519
DGCR8	NM_022720	31646	4520
TRIP11	NM_004239	72161	8088
ALK	NM_004304	728838	6265
MIR4771-2	NR_039929	74	74
MIR4771-1	NR_039928	74	74
STOM	NM_004099	31317	3198
GABRG1	NM_173536	88296	6768
RDH13	NM_001145971	18894	1931
MAMSTR	NM_001130915	6722	1579
SERPINA1	NM_001127705	13946	3510
PDZRN3-AS1	NR_046681	4332	2886
RUVBL1-AS1	NR_046645	3247	588
LOC101928105	NR_121657	4515	703
NLGN1-AS1	NR_046664	10298	814
RNF185	NM_152267	46868	3212
MBOAT2	NM_138799	147176	3804
ELMO2	NM_133171	40582	3682
CXorf36	NM_176819	52529	4656
C1orf43	NM_001297721	9337	1713
CD99L2	NM_134445	132481	3499
ZDHHC20	NM_153251	86799	5340
PRNP	NM_183079	15438	2736
RNF8	NM_183078	40767	5426
CDH13	NM_001220492	554232	986
CYP4F11	NM_021187	22497	3395
AIFM1	NM_145812	36524	2255
LNX1	NM_032622	98000	2840
RAP2C	NM_021183	15138	3934
SLAMF7	NM_021181	15762	2894
CCNB1IP1	NM_021178	21945	1505
G6PC2	NM_021176	8761	3081
TNIK	NM_015028	397906	5806
PPAPDC1B	NM_032483	4481	865
ISLR2	NM_020851	6401	4386
MRPL36	NM_032479	1458	614
MRPL38	NM_032478	6458	1575
XPOT	NM_007235	44311	3947
TMUB2	NM_024107	4746	1922
CCPG1	NM_004748	53154	7089
B3GALT5	NM_006057	5570	2770
THYN1	NM_014174	5088	1321
CHMP4A	NM_014169	4250	1356
GTPBP8	NM_014170	10422	1357
NMUR1	NM_006056	7312	3274
MED4	NM_014166	19414	2287
MT2A	NM_005953	932	419
ACBD4	NM_001135706	8530	1905
POMT1	NM_001136114	20905	2821
CTAGE9	NM_001145659	2577	2577
GNAI2	NM_001166425	12461	2143
NCOR1	NM_001190440	164546	9286
AMT	NM_000481	5901	2202
AMH	NM_000479	2960	2018
ANXA8	NM_001040084	16160	2062
ALPL	NM_000478	69048	2596
FAM170B	NM_001164484	2865	1411
NGLY1	NM_018297	64555	2589
CACNA1C	NM_001167624	644665	13550
TMEM222	NR_037576	14256	1767
LCE4A	NM_178356	388	388
MIR4644	NR_039787	84	84
MIR4643	NR_039786	78	78
MIR4642	NR_039785	82	82
