category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_pvalue_corrected
GO:0032588	0.211956672768836	0.862170865764451	15	95	trans-Golgi network membrane	CC	0.921955323268605
GO:0043648	0.212482172042941	0.874367723285561	10	90	dicarboxylic acid metabolic process	BP	0.921955323268605
GO:0043065	0.212808288568199	0.83004097498809	47	524	positive regulation of apoptotic process	BP	0.921955323268605
GO:0004866	0.213465993914732	0.858823731170384	15	166	endopeptidase inhibitor activity	MF	0.921955323268605
GO:0031344	0.213839091049158	0.815647142365391	119	638	regulation of cell projection organization	BP	0.921955323268605
GO:0042054	0.214023270625323	0.875903712301056	10	55	histone methyltransferase activity	MF	0.921955323268605
GO:1903828	0.21487406304831	0.844570373451785	24	205	negative regulation of protein localization	BP	0.921955323268605
GO:0050801	0.214900118401231	0.819409962872354	81	599	monoatomic ion homeostasis	BP	0.921955323268605
GO:0034332	0.215035798786947	0.863923510670684	15	56	adherens junction organization	BP	0.921955323268605
GO:0005798	0.215230165377783	0.866523006889771	12	89	Golgi-associated vesicle	CC	0.921955323268605
GO:0042742	0.215471905762375	0.854143763287222	16	291	defense response to bacterium	BP	0.921955323268605
GO:0030199	0.21617957109762	0.870360259959397	11	64	collagen fibril organization	BP	0.921955323268605
GO:0120035	0.216333179523533	0.813611498048351	117	623	regulation of plasma membrane bounded cell projection organization	BP	0.921955323268605
GO:0031346	0.21675750817895	0.822113544792686	67	339	positive regulation of cell projection organization	BP	0.921955323268605
GO:0042116	0.217609004329693	0.863948561650537	12	107	macrophage activation	BP	0.921955323268605
GO:0006029	0.2182182989642	0.852662441937375	18	93	proteoglycan metabolic process	BP	0.921955323268605
GO:0034330	0.218366431211252	0.809617524501833	138	729	cell junction organization	BP	0.921955323268605
GO:0001906	0.218864612833637	0.864319594075333	11	190	cell killing	BP	0.921955323268605
GO:0019208	0.219910802419795	0.853914695099481	16	101	phosphatase regulator activity	MF	0.921955323268605
GO:0050776	0.220303475503458	0.816292185054785	69	809	regulation of immune response	BP	0.921955323268605
GO:0006898	0.22058973528465	0.829705853212485	37	252	receptor-mediated endocytosis	BP	0.921955323268605
GO:0032970	0.220829199221946	0.820894338994757	56	365	regulation of actin filament-based process	BP	0.921955323268605
GO:0032640	0.220987240741839	0.857221637389876	13	180	tumor necrosis factor production	BP	0.921955323268605
GO:0032680	0.220987240741839	0.857221637389876	13	180	regulation of tumor necrosis factor production	BP	0.921955323268605
GO:0030308	0.221110902239643	0.838819715824079	25	185	negative regulation of cell growth	BP	0.921955323268605
GO:0031985	0.221498359960041	0.853904544554621	15	114	Golgi cisterna	CC	0.921955323268605
GO:0010811	0.222515199162966	0.843776978835616	21	122	positive regulation of cell-substrate adhesion	BP	0.921955323268605
GO:0005912	0.223185287782446	0.827831197654952	40	175	adherens junction	CC	0.921955323268605
GO:0034763	0.224102150734972	0.845577516821232	18	149	negative regulation of transmembrane transport	BP	0.921955323268605
GO:0043467	0.224215700970664	0.851362104251442	15	126	regulation of generation of precursor metabolites and energy	BP	0.921955323268605
GO:0006479	0.224324032786942	0.842218565955305	20	163	protein methylation	BP	0.921955323268605
GO:0008213	0.224324032786942	0.842218565955305	20	163	protein alkylation	BP	0.921955323268605
GO:1900542	0.224549506690434	0.859827040406795	12	84	regulation of purine nucleotide metabolic process	BP	0.921955323268605
GO:0050778	0.224730610393716	0.815792008759083	57	641	positive regulation of immune response	BP	0.921955323268605
GO:0006487	0.226114984409218	0.865485139920626	10	72	protein N-linked glycosylation	BP	0.921955323268605
GO:0000904	0.226591870397677	0.804366375782118	116	609	cell morphogenesis involved in differentiation	BP	0.921955323268605
GO:0140098	0.226622855444651	0.826627468535616	32	349	catalytic activity, acting on RNA	MF	0.921955323268605
GO:0098984	0.226647802232649	0.81020802506122	82	373	neuron to neuron synapse	CC	0.921955323268605
GO:0000377	0.227060730889867	0.830582073217412	27	295	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	BP	0.921955323268605
GO:0000398	0.227060730889867	0.830582073217412	27	295	mRNA splicing, via spliceosome	BP	0.921955323268605
GO:0060076	0.227269832667075	0.850181671000874	17	64	excitatory synapse	CC	0.921955323268605
GO:0086002	0.227513790747269	0.858725453932245	13	53	cardiac muscle cell action potential involved in contraction	BP	0.921955323268605
GO:0086003	0.227738856016495	0.848258310174162	17	75	cardiac muscle cell contraction	BP	0.921955323268605
GO:1901019	0.227867163113327	0.848033626245602	16	95	regulation of calcium ion transmembrane transporter activity	BP	0.921955323268605
GO:0036294	0.227916902012979	0.844060992955168	17	152	cellular response to decreased oxygen levels	BP	0.921955323268605
GO:0043534	0.228315838754534	0.845052271330862	16	176	blood vessel endothelial cell migration	BP	0.921955323268605
GO:0034329	0.22888273551031	0.806916251802934	86	439	cell junction assembly	BP	0.921955323268605
GO:0009152	0.230091835906139	0.837245501555207	20	176	purine ribonucleotide biosynthetic process	BP	0.921955323268605
GO:0030315	0.230495759636925	0.858912410962831	12	52	T-tubule	CC	0.921955323268605
GO:0006302	0.231021148574005	0.822830663643934	33	274	double-strand break repair	BP	0.921955323268605
GO:0006140	0.231026390837917	0.854867981077516	12	85	regulation of nucleotide metabolic process	BP	0.921955323268605
GO:0086009	0.231099785164021	0.864204349808822	10	51	membrane repolarization	BP	0.921955323268605
GO:0045216	0.232188370311081	0.821692886229362	35	206	cell-cell junction organization	BP	0.921955323268605
GO:0010761	0.232518954083722	0.863008977431066	10	52	fibroblast migration	BP	0.921955323268605
GO:0030326	0.233320416126917	0.836476588254073	20	117	embryonic limb morphogenesis	BP	0.921955323268605
GO:0035113	0.233320416126917	0.836476588254073	20	117	embryonic appendage morphogenesis	BP	0.921955323268605
GO:0097305	0.23336721628016	0.822496563362048	31	250	response to alcohol	BP	0.921955323268605
GO:1903509	0.233645573458343	0.851865261166365	12	105	liposaccharide metabolic process	BP	0.921955323268605
GO:0030414	0.233750680308693	0.840785964155049	16	172	peptidase inhibitor activity	MF	0.921955323268605
GO:0009100	0.235044946750092	0.809715807285921	51	386	glycoprotein metabolic process	BP	0.921955323268605
GO:0051924	0.235111404579716	0.81885885635664	34	259	regulation of calcium ion transport	BP	0.921955323268605
GO:0046467	0.23517980795301	0.836856095882111	18	142	membrane lipid biosynthetic process	BP	0.921955323268605
GO:0044297	0.235251842121461	0.799893017684539	89	556	cell body	CC	0.921955323268605
GO:0043025	0.238700635731935	0.798412274156432	81	490	neuronal cell body	CC	0.921955323268605
GO:0043434	0.238969091264565	0.807112880986733	48	420	response to peptide hormone	BP	0.921955323268605
GO:0002274	0.239202418830671	0.823929454517124	24	235	myeloid leukocyte activation	BP	0.921955323268605
GO:0035107	0.239441395656761	0.825832825544024	24	141	appendage morphogenesis	BP	0.921955323268605
GO:0035108	0.239441395656761	0.825832825544024	24	141	limb morphogenesis	BP	0.921955323268605
GO:0032989	0.239923987268818	0.789669642370786	137	746	cellular component morphogenesis	BP	0.921955323268605
GO:0008066	0.239924743050229	0.862806801113906	13	27	glutamate receptor activity	MF	0.921955323268605
GO:0048871	0.240071279386143	0.796128169483923	81	739	multicellular organismal-level homeostasis	BP	0.921955323268605
GO:1900180	0.240508314808939	0.838324131326461	15	132	regulation of protein localization to nucleus	BP	0.921955323268605
GO:0030667	0.240623522328825	0.812869754197936	35	313	secretory granule membrane	CC	0.921955323268605
GO:0016772	0.240831357056642	0.789123778240256	129	855	transferase activity, transferring phosphorus-containing groups	MF	0.921955323268605
GO:0006518	0.241198695239792	0.796594358640615	72	890	peptide metabolic process	BP	0.921955323268605
GO:0043086	0.241232912605338	0.7998411472041	61	645	negative regulation of catalytic activity	BP	0.921955323268605
GO:0071456	0.241234133650464	0.835398967635059	16	144	cellular response to hypoxia	BP	0.921955323268605
GO:0032421	0.241503184597522	0.847215603243131	13	58	stereocilium bundle	CC	0.921955323268605
GO:0035304	0.241577986023373	0.846950974780904	12	83	regulation of protein dephosphorylation	BP	0.921955323268605
GO:0006261	0.242425148000085	0.834193631262805	16	154	DNA-templated DNA replication	BP	0.921955323268605
GO:1990138	0.242602956717212	0.816284109342047	31	170	neuron projection extension	BP	0.921955323268605
GO:0050906	0.24386253834668	0.822269155283185	21	490	detection of stimulus involved in sensory perception	BP	0.921955323268605
GO:0006310	0.244151546190922	0.812796745918404	31	289	DNA recombination	BP	0.921955323268605
GO:0016052	0.244318569361189	0.82900392008111	18	158	carbohydrate catabolic process	BP	0.921955323268605
GO:0071706	0.244532309080939	0.838813400486898	13	185	tumor necrosis factor superfamily cytokine production	BP	0.921955323268605
GO:1903555	0.244532309080939	0.838813400486898	13	185	regulation of tumor necrosis factor superfamily cytokine production	BP	0.921955323268605
GO:0120039	0.245172781863879	0.786716970652032	121	619	plasma membrane bounded cell projection morphogenesis	BP	0.921955323268605
GO:0042490	0.245583421393706	0.848635996961435	11	63	mechanoreceptor differentiation	BP	0.921955323268605
GO:0050773	0.24570006929599	0.821074723868677	26	103	regulation of dendrite development	BP	0.921955323268605
GO:2000113	0.245848352609651	0.821491542656979	21	288	negative regulation of cellular macromolecule biosynthetic process	BP	0.921955323268605
GO:0098659	0.245870922322877	0.822945186617864	22	134	inorganic cation import across plasma membrane	BP	0.921955323268605
GO:0099587	0.245870922322877	0.822945186617864	22	134	inorganic ion import across plasma membrane	BP	0.921955323268605
GO:0051897	0.246600920154838	0.836285363453127	14	115	positive regulation of protein kinase B signaling	BP	0.921955323268605
GO:0016741	0.247080648616405	0.821575683103047	21	193	transferase activity, transferring one-carbon groups	MF	0.921955323268605
GO:1990778	0.247471001798552	0.798852189533922	52	330	protein localization to cell periphery	BP	0.921955323268605
GO:0072330	0.248958051466951	0.819643548859636	21	216	monocarboxylic acid biosynthetic process	BP	0.921955323268605
GO:0032103	0.251018344188604	0.793842309776315	53	560	positive regulation of response to external stimulus	BP	0.921955323268605
GO:0008015	0.251760166426534	0.78905336458063	68	509	blood circulation	BP	0.921955323268605
GO:0032420	0.252738305718474	0.842368622932194	12	51	stereocilium	CC	0.921955323268605
GO:0001653	0.253229383899712	0.835510548928595	12	145	peptide receptor activity	MF	0.921955323268605
GO:0044262	0.253257521262474	0.802915410864128	34	277	cellular carbohydrate metabolic process	BP	0.921955323268605
GO:0008277	0.253604330840464	0.819168471726115	20	132	regulation of G protein-coupled receptor signaling pathway	BP	0.921955323268605
GO:0016050	0.253669022909406	0.797755912242885	41	348	vesicle organization	BP	0.921955323268605
GO:0042578	0.253793712485479	0.79294123735306	53	324	phosphoric ester hydrolase activity	MF	0.921955323268605
GO:0038024	0.2538531568732	0.834775816190575	13	83	cargo receptor activity	MF	0.921955323268605
GO:0035418	0.254268842325327	0.824060617477386	19	77	protein localization to synapse	BP	0.921955323268605
GO:0045471	0.254616523230976	0.825246869503024	16	124	response to ethanol	BP	0.921955323268605
GO:0042551	0.254892273495965	0.847702906147751	10	46	neuron maturation	BP	0.921955323268605
GO:0000271	0.2549490392323	0.844295808294429	10	69	polysaccharide biosynthetic process	BP	0.921955323268605
GO:1990845	0.255328595308323	0.816843074585532	20	159	adaptive thermogenesis	BP	0.921955323268605
GO:0097306	0.255440416824382	0.827874058056365	15	98	cellular response to alcohol	BP	0.921955323268605
GO:0005975	0.256638845399946	0.786450110345164	60	575	carbohydrate metabolic process	BP	0.921955323268605
GO:0051091	0.256698360599176	0.800727935447265	33	267	positive regulation of DNA-binding transcription factor activity	BP	0.921955323268605
GO:0005911	0.256701934862021	0.781812415050173	82	490	cell-cell junction	CC	0.921955323268605
GO:0052689	0.256928141109372	0.83647018540091	11	121	carboxylic ester hydrolase activity	MF	0.921955323268605
GO:0008625	0.257511841817671	0.841229603284891	10	84	extrinsic apoptotic signaling pathway via death domain receptors	BP	0.921955323268605
GO:1903350	0.257542168647752	0.837573768753933	11	85	response to dopamine	BP	0.921955323268605
GO:1903351	0.257542168647752	0.837573768753933	11	85	cellular response to dopamine	BP	0.921955323268605
GO:0010611	0.25869251364987	0.841556008206453	10	68	regulation of cardiac muscle hypertrophy	BP	0.921955323268605
GO:1901606	0.259200834167174	0.839655540665938	10	89	alpha-amino acid catabolic process	BP	0.921955323268605
GO:0007281	0.25928860981401	0.797533270401008	34	287	germ cell development	BP	0.921955323268605
GO:0030662	0.259817761559541	0.808319234559527	23	195	coated vesicle membrane	CC	0.921955323268605
GO:0006900	0.260284508100292	0.839440870335915	10	79	vesicle budding from membrane	BP	0.921955323268605
GO:0099084	0.26063442554655	0.838219814761679	12	44	postsynaptic specialization organization	BP	0.921955323268605
GO:0048858	0.263994323309756	0.769210494016183	121	624	cell projection morphogenesis	BP	0.921955323268605
GO:0003073	0.264713061339354	0.825438912312071	13	94	regulation of systemic arterial blood pressure	BP	0.921955323268605
GO:0045637	0.265227990047699	0.807756487889255	20	196	regulation of myeloid cell differentiation	BP	0.921955323268605
GO:0071901	0.265269541076843	0.821138525684876	14	121	negative regulation of protein serine/threonine kinase activity	BP	0.921955323268605
GO:0048667	0.26569730264683	0.769740485663675	106	540	cell morphogenesis involved in neuron differentiation	BP	0.921955323268605
GO:0098791	0.266651935136915	0.782965706697641	48	352	Golgi apparatus subcompartment	CC	0.921955323268605
GO:2000628	0.266683756232947	0.830992579028536	11	78	regulation of miRNA metabolic process	BP	0.921955323268605
GO:0014743	0.266935996832809	0.835081164031516	10	70	regulation of muscle hypertrophy	BP	0.921955323268605
GO:0010810	0.268387419406558	0.788837748992664	37	216	regulation of cell-substrate adhesion	BP	0.921955323268605
GO:0007127	0.269492735356443	0.81788470450303	14	117	meiosis I	BP	0.921955323268605
GO:0090596	0.269655531666309	0.785639363166222	39	265	sensory organ morphogenesis	BP	0.921955323268605
GO:0009266	0.270104273557089	0.804098627659058	20	174	response to temperature stimulus	BP	0.921955323268605
GO:0048017	0.270721522832685	0.792722433151073	30	173	inositol lipid-mediated signaling	BP	0.921955323268605
GO:0007200	0.271608711893621	0.814137502722863	15	110	phospholipase C-activating G protein-coupled receptor signaling pathway	BP	0.921955323268605
GO:0010906	0.2719625176067	0.829424095584892	10	97	regulation of glucose metabolic process	BP	0.921955323268605
GO:0030424	0.272147330927291	0.762361376210426	114	617	axon	CC	0.921955323268605
GO:0044057	0.272363519969566	0.767274997335432	80	578	regulation of system process	BP	0.921955323268605
GO:0002761	0.272904814965127	0.817575572641997	13	122	regulation of myeloid leukocyte differentiation	BP	0.921955323268605
GO:0051219	0.274479927847543	0.815196767484902	14	92	phosphoprotein binding	MF	0.921955323268605
GO:0002768	0.274548719616099	0.785481435804597	32	298	immune response-regulating cell surface receptor signaling pathway	BP	0.921955323268605
GO:0007088	0.274826789942911	0.819230118440243	12	116	regulation of mitotic nuclear division	BP	0.921955323268605
GO:0051899	0.275337592642051	0.818709768063781	13	73	membrane depolarization	BP	0.921955323268605
GO:0042383	0.275578763714258	0.790968413563731	29	135	sarcolemma	CC	0.921955323268605
GO:0009144	0.27646770557113	0.796536303225266	21	210	purine nucleoside triphosphate metabolic process	BP	0.921955323268605
GO:0099175	0.277666887588809	0.795733757269719	25	96	regulation of postsynapse organization	BP	0.921955323268605
GO:0032414	0.277858578999961	0.800212023589375	20	108	positive regulation of ion transmembrane transporter activity	BP	0.921955323268605
GO:0050919	0.278283342093026	0.821287523137066	13	47	negative chemotaxis	BP	0.921955323268605
GO:0042060	0.278344909390837	0.771827131039333	48	429	wound healing	BP	0.921955323268605
GO:0048488	0.278514753897673	0.814352680481283	14	68	synaptic vesicle endocytosis	BP	0.921955323268605
GO:0048705	0.279037523014221	0.787984787922361	26	222	skeletal system morphogenesis	BP	0.921955323268605
GO:0043414	0.27933467085279	0.782986330685697	30	291	macromolecule methylation	BP	0.921955323268605
GO:0060113	0.279463773486805	0.826852873129932	10	58	inner ear receptor cell differentiation	BP	0.921955323268605
GO:0051216	0.280172702490116	0.791039403535189	23	191	cartilage development	BP	0.921955323268605
GO:0050851	0.280178974185463	0.794050281686764	21	176	antigen receptor-mediated signaling pathway	BP	0.921955323268605
GO:0016528	0.281940108697803	0.803282477633875	17	87	sarcoplasm	CC	0.921955323268605
GO:0032990	0.282641601089753	0.751488582084219	123	642	cell part morphogenesis	BP	0.921955323268605
GO:0036465	0.282944551472715	0.807180023962143	15	79	synaptic vesicle recycling	BP	0.921955323268605
GO:0099568	0.282948255894387	0.771554660800766	44	249	cytoplasmic region	CC	0.921955323268605
GO:1905477	0.284493567276541	0.806593310664062	14	99	positive regulation of protein localization to membrane	BP	0.921955323268605
GO:0018209	0.285461542982788	0.765971692264893	49	320	peptidyl-serine modification	BP	0.921955323268605
GO:0021987	0.287059689218323	0.789036860210485	22	119	cerebral cortex development	BP	0.921955323268605
GO:1902936	0.287215012836917	0.795884457400733	18	102	phosphatidylinositol bisphosphate binding	MF	0.921955323268605
GO:1901137	0.287356031676262	0.755003362990362	72	612	carbohydrate derivative biosynthetic process	BP	0.921955323268605
GO:1903078	0.288058220891026	0.820035282932032	10	59	positive regulation of protein localization to plasma membrane	BP	0.921955323268605
GO:0071417	0.288347555918402	0.751973705855954	81	650	cellular response to organonitrogen compound	BP	0.921955323268605
GO:0048709	0.288640609104599	0.808794961553327	12	101	oligodendrocyte differentiation	BP	0.921955323268605
GO:0015908	0.289098030102097	0.815294245811213	10	114	fatty acid transport	BP	0.921955323268605
GO:0070820	0.28931412014699	0.800328922377259	14	162	tertiary granule	CC	0.921955323268605
GO:0098862	0.290312504809991	0.782111734031497	24	155	cluster of actin-based cell projections	CC	0.921955323268605
GO:0060291	0.291960991183839	0.795542784805163	16	104	long-term synaptic potentiation	BP	0.921955323268605
GO:0050684	0.292314604135471	0.793698278170151	16	137	regulation of mRNA processing	BP	0.921955323268605
GO:0048167	0.293413143012056	0.76813082589524	35	208	regulation of synaptic plasticity	BP	0.921955323268605
GO:0061982	0.293944111517096	0.797675475191763	14	122	meiosis I cell cycle process	BP	0.921955323268605
GO:0010586	0.294567662010824	0.801564835848453	13	91	miRNA metabolic process	BP	0.921955323268605
GO:0016049	0.295820501653777	0.749422444169163	66	477	cell growth	BP	0.921955323268605
GO:0051489	0.296686944989324	0.806373313393384	13	48	regulation of filopodium assembly	BP	0.921955323268605
GO:0070851	0.296744161585138	0.790087474412273	16	134	growth factor receptor binding	MF	0.921955323268605
GO:0007249	0.29740877196069	0.769954365268497	27	290	I-kappaB kinase/NF-kappaB signaling	BP	0.921955323268605
GO:0045121	0.297554794058336	0.757363300094775	44	312	membrane raft	CC	0.921955323268605
GO:1903046	0.298134706479359	0.776774177435801	22	195	meiotic cell cycle process	BP	0.921955323268605
GO:0008217	0.299145306585308	0.777538625511	21	186	regulation of blood pressure	BP	0.921955323268605
GO:0006664	0.299265905205904	0.80354173907942	11	104	glycolipid metabolic process	BP	0.921955323268605
GO:0032456	0.300226357743164	0.80123878338966	12	76	endocytic recycling	BP	0.921955323268605
GO:0052548	0.300533555783442	0.76481437802493	29	329	regulation of endopeptidase activity	BP	0.921955323268605
GO:0043200	0.300738543356631	0.789979345206696	15	112	response to amino acid	BP	0.921955323268605
GO:0034097	0.300995053761609	0.740810856557203	75	911	response to cytokine	BP	0.921955323268605
GO:0098656	0.301307339965393	0.779394104216394	20	123	monoatomic anion transmembrane transport	BP	0.921955323268605
GO:0140013	0.301498407238762	0.77729329783716	20	176	meiotic nuclear division	BP	0.921955323268605
GO:0055013	0.301634076441067	0.796331366842774	13	84	cardiac muscle cell development	BP	0.921955323268605
GO:0030879	0.301858304772641	0.778423400237937	20	133	mammary gland development	BP	0.921955323268605
GO:0098857	0.303088034329113	0.75233232458083	44	313	membrane microdomain	CC	0.921955323268605
GO:0008514	0.303194770955007	0.769145862615978	24	226	organic anion transmembrane transporter activity	MF	0.921955323268605
GO:0140375	0.303355667763692	0.799079940999119	11	136	immune receptor activity	MF	0.921955323268605
GO:0009897	0.303958997039558	0.756547615738508	35	353	external side of plasma membrane	CC	0.921955323268605
GO:0045089	0.304228286845231	0.766252414016964	25	284	positive regulation of innate immune response	BP	0.921955323268605
GO:1901699	0.305641767275447	0.735145346833638	84	681	cellular response to nitrogen compound	BP	0.921955323268605
GO:0008528	0.305764967874745	0.797034257526113	11	139	G protein-coupled peptide receptor activity	MF	0.921955323268605
GO:0014065	0.306558630473755	0.769798088240549	23	141	phosphatidylinositol 3-kinase signaling	BP	0.921955323268605
GO:1901214	0.308804688268788	0.751792582753742	36	319	regulation of neuron death	BP	0.921955323268605
GO:0016529	0.310275136235897	0.787985572514039	14	71	sarcoplasmic reticulum	CC	0.921955323268605
GO:2001242	0.310789219646272	0.792348674314389	11	165	regulation of intrinsic apoptotic signaling pathway	BP	0.921955323268605
GO:0048168	0.310804661557647	0.798808571393553	11	56	regulation of neuronal synaptic plasticity	BP	0.921955323268605
GO:0043255	0.311024627243226	0.798465157704877	10	97	regulation of carbohydrate biosynthetic process	BP	0.921955323268605
GO:0120032	0.311709225402986	0.754688607825166	32	184	regulation of plasma membrane bounded cell projection assembly	BP	0.921955323268605
GO:0002764	0.311814969627911	0.745100175492474	41	410	immune response-regulating signaling pathway	BP	0.921955323268605
GO:0007338	0.312360508810709	0.781242715098168	14	155	single fertilization	BP	0.921955323268605
GO:0007626	0.312909716946823	0.751012249121987	35	197	locomotory behavior	BP	0.921955323268605
GO:0022604	0.313041382707442	0.746176397027436	41	237	regulation of cell morphogenesis	BP	0.921955323268605
GO:0007041	0.31375995390687	0.775969314404586	16	127	lysosomal transport	BP	0.921955323268605
GO:0002429	0.314300395725594	0.753144583301667	29	272	immune response-activating cell surface receptor signaling pathway	BP	0.921955323268605
GO:0030018	0.314385010324494	0.763641035974969	23	128	Z disc	CC	0.921955323268605
GO:0042594	0.315445794404853	0.761590984996632	22	199	response to starvation	BP	0.921955323268605
GO:0008235	0.315622401509739	0.790041874951973	12	65	metalloexopeptidase activity	MF	0.921955323268605
GO:0099024	0.316381352652266	0.797770116731369	10	58	plasma membrane invagination	BP	0.921955323268605
GO:0045444	0.316471186913444	0.756020492581291	25	238	fat cell differentiation	BP	0.921955323268605
GO:0140238	0.317023841735763	0.782519533504385	14	70	presynaptic endocytosis	BP	0.921955323268605
GO:0140640	0.317048223387773	0.733290709960525	54	556	catalytic activity, acting on a nucleic acid	MF	0.921955323268605
GO:0014032	0.317628171634414	0.786412748815495	12	82	neural crest cell development	BP	0.921955323268605
GO:0006024	0.319014680986728	0.786308110723178	12	72	glycosaminoglycan biosynthetic process	BP	0.921955323268605
GO:0045926	0.319514213490221	0.747918298846626	30	246	negative regulation of growth	BP	0.921955323268605
GO:0004553	0.320185027496439	0.791696626462841	10	86	hydrolase activity, hydrolyzing O-glycosyl compounds	MF	0.921955323268605
GO:0003727	0.320632199630019	0.783503211710801	12	87	single-stranded RNA binding	MF	0.921955323268605
GO:0042472	0.32066036417074	0.776493078240394	14	100	inner ear morphogenesis	BP	0.921955323268605
GO:0046903	0.320857465992609	0.71630409445282	107	931	secretion	BP	0.921955323268605
GO:0120162	0.321157817254531	0.782300534597277	12	98	positive regulation of cold-induced thermogenesis	BP	0.921955323268605
GO:0002683	0.321619587599497	0.737673633312405	38	473	negative regulation of immune system process	BP	0.921955323268605
GO:0043296	0.321857506221362	0.756458170978921	23	140	apical junction complex	CC	0.921955323268605
GO:0031349	0.322641236375427	0.74075371520677	33	422	positive regulation of defense response	BP	0.921955323268605
GO:0060042	0.322743355316774	0.782098991649591	13	60	retina morphogenesis in camera-type eye	BP	0.921955323268605
GO:0120193	0.32278844313309	0.790197483383315	10	78	tight junction organization	BP	0.921955323268605
GO:0060491	0.322829780421262	0.744655394393516	32	186	regulation of cell projection assembly	BP	0.921955323268605
GO:0045185	0.32415493359105	0.780419321128683	12	89	maintenance of protein location	BP	0.921955323268605
GO:0006954	0.324344910790306	0.72313012385576	61	838	inflammatory response	BP	0.921955323268605
GO:0034109	0.324511744160995	0.776392507420104	13	96	homotypic cell-cell adhesion	BP	0.921955323268605
GO:0097193	0.32570594458506	0.747137857755338	25	290	intrinsic apoptotic signaling pathway	BP	0.921955323268605
GO:0055074	0.327452845369732	0.727600995654036	49	320	calcium ion homeostasis	BP	0.921955323268605
GO:0003697	0.327612386314673	0.772894350653857	13	111	single-stranded DNA binding	MF	0.921955323268605
GO:0032838	0.327678364182041	0.737273983246719	35	211	plasma membrane bounded cell projection cytoplasm	CC	0.921955323268605
GO:0043123	0.328217726091073	0.759483968765356	17	190	positive regulation of I-kappaB kinase/NF-kappaB signaling	BP	0.921955323268605
GO:0002028	0.328540845210141	0.76010938288066	19	90	regulation of sodium ion transport	BP	0.921955323268605
GO:0009791	0.32858366961526	0.768087718967229	15	89	post-embryonic development	BP	0.921955323268605
GO:0010594	0.3291568203217	0.74620214680446	24	226	regulation of endothelial cell migration	BP	0.921955323268605
GO:0007610	0.329443081025484	0.710849638518353	96	632	behavior	BP	0.921955323268605
GO:0015711	0.330203076637949	0.728171663510592	41	425	organic anion transport	BP	0.921955323268605
GO:0060560	0.330216989969468	0.730135267418984	42	231	developmental growth involved in morphogenesis	BP	0.921955323268605
GO:0009260	0.33039186491375	0.751791880850258	20	190	ribonucleotide biosynthetic process	BP	0.921955323268605
GO:0048514	0.330571172796444	0.714196905957508	73	685	blood vessel morphogenesis	BP	0.921955323268605
GO:0090630	0.331036494866432	0.754493522532085	20	110	activation of GTPase activity	BP	0.921955323268605
GO:0071867	0.331753582469157	0.767024527675985	14	101	response to monoamine	BP	0.921955323268605
GO:0071869	0.331753582469157	0.767024527675985	14	101	response to catecholamine	BP	0.921955323268605
GO:0070997	0.332615485843523	0.726440648052153	41	363	neuron death	BP	0.921955323268605
GO:1901681	0.333610112721104	0.732466490629538	33	254	sulfur compound binding	MF	0.921955323268605
GO:0006275	0.33451077276639	0.76311941450357	14	132	regulation of DNA replication	BP	0.921955323268605
GO:0001558	0.334895238151847	0.71810913293136	53	402	regulation of cell growth	BP	0.921955323268605
GO:0009141	0.335702389431801	0.743120500577956	22	230	nucleoside triphosphate metabolic process	BP	0.921955323268605
GO:0044242	0.336040100183867	0.743023125576472	22	218	cellular lipid catabolic process	BP	0.921955323268605
GO:0060349	0.337160424962539	0.768952820219684	12	97	bone morphogenesis	BP	0.921955323268605
GO:0070160	0.337716447813653	0.747655839460427	20	125	tight junction	CC	0.921955323268605
GO:0031960	0.338265434224345	0.751383381001124	17	162	response to corticosteroid	BP	0.921955323268605
GO:0016301	0.338339038001001	0.699915006868019	111	701	kinase activity	MF	0.921955323268605
GO:1901653	0.339336032353844	0.718476004813695	44	370	cellular response to peptide	BP	0.921955323268605
GO:0008201	0.339635943018541	0.741325072174543	22	159	heparin binding	MF	0.921955323268605
GO:0140352	0.339672784031412	0.69930570377964	102	876	export from cell	BP	0.921955323268605
GO:0043010	0.340162668675202	0.718120581140427	44	332	camera-type eye development	BP	0.921955323268605
GO:0007596	0.340443587485292	0.736183997769877	24	222	blood coagulation	BP	0.921955323268605
GO:0006023	0.341014280096632	0.76773052777284	12	74	aminoglycan biosynthetic process	BP	0.921955323268605
GO:0006820	0.341067548890751	0.740612694474373	22	145	monoatomic anion transport	BP	0.921955323268605
GO:0002218	0.341131667926297	0.741754240553602	20	218	activation of innate immune response	BP	0.921955323268605
GO:0016358	0.341984436033819	0.714814398539581	52	232	dendrite development	BP	0.921955323268605
GO:0062197	0.342266522641553	0.721862266144433	35	340	cellular response to chemical stress	BP	0.921955323268605
GO:0002757	0.342417913691472	0.719156431463744	38	384	immune response-activating signaling pathway	BP	0.921955323268605
GO:0051046	0.342917599885037	0.703098655277908	72	617	regulation of secretion	BP	0.921955323268605
GO:0050764	0.343196718636473	0.771924133791171	10	99	regulation of phagocytosis	BP	0.921955323268605
GO:0045596	0.343256694256364	0.703349560640519	69	678	negative regulation of cell differentiation	BP	0.921955323268605
GO:0106106	0.344012155318531	0.744768860167054	18	146	cold-induced thermogenesis	BP	0.921955323268605
